#  T(K)  <E>    <|M|>     Szi    C(Sz)    Sxi    C(Sx)   Z1X2    X1Z2    Bell
#  ---  ------  -----    -----   -----   -----   -----   -----  ------   -----
  3.49  -0.318   0.000  -0.000   0.002   0.336   0.001  -0.013  -0.027   0.131  
  3.48  -0.325   0.002  -0.002   0.004   0.330   0.001  -0.059  -0.112   0.194  
  3.48  -0.328   0.002  -0.000   0.003   0.335   0.001  -0.013  -0.007   0.132  
  3.47  -0.330   0.000   0.001   0.002   0.332   0.001   0.040   0.093   0.055  
  3.47  -0.350   0.002   0.000   0.003   0.332   0.001   0.007   0.046   0.102  
  3.46  -0.320   0.002  -0.002   0.004   0.337   0.001  -0.053   0.007   0.189  
  3.46  -0.337   0.000   0.001   0.005   0.334   0.001   0.040   0.033   0.055  
  3.45  -0.325   0.003   0.001   0.005   0.335   0.001   0.027   0.047   0.076  
  3.45  -0.325   0.003   0.001   0.002   0.341   0.001   0.020  -0.089   0.088  
  3.44  -0.338   0.001  -0.001   0.004   0.333   0.001  -0.040   0.013   0.168  
  3.44  -0.335   0.000  -0.003   0.002   0.338   0.001  -0.088  -0.014   0.241  
  3.43  -0.341   0.000   0.001   0.004   0.337   0.001   0.027  -0.040   0.076  
  3.43  -0.333   0.002  -0.005   0.003   0.341   0.001  -0.164  -0.116   0.350  
  3.42  -0.332   0.000  -0.001   0.006   0.337   0.001  -0.027  -0.013   0.155  
  3.42  -0.356   0.001  -0.002   0.005   0.342   0.001  -0.069  -0.089   0.215  
  3.41  -0.339   0.000  -0.001   0.004   0.344   0.000  -0.020   0.014   0.147  
  3.41  -0.336   0.002   0.001   0.002   0.339   0.001   0.027  -0.027   0.078  
  3.40  -0.324   0.000   0.003   0.003   0.347   0.001   0.110   0.000  -0.035  
  3.40  -0.340   0.000  -0.001   0.005   0.344   0.001  -0.020  -0.014   0.147  
  3.39  -0.342   0.003  -0.001   0.004   0.345   0.001  -0.027  -0.055   0.159  
  3.39  -0.359   0.000  -0.001   0.005   0.345   0.001  -0.021  -0.021   0.149  
  3.38  -0.367   0.001   0.003   0.005   0.345   0.001   0.089   0.035  -0.007  
  3.38  -0.355   0.002   0.001   0.003   0.348   0.001   0.028   0.000   0.083  
  3.37  -0.333   0.001  -0.001   0.002   0.346   0.001  -0.021   0.007   0.151  
  3.37  -0.351   0.003  -0.000   0.003   0.346   0.001  -0.014   0.028   0.140  
  3.36  -0.341   0.002  -0.001   0.002   0.347   0.001  -0.028   0.014   0.160  
  3.36  -0.336   0.002  -0.002   0.005   0.347   0.001  -0.063  -0.083   0.210  
  3.35  -0.354   0.001   0.000   0.005   0.344   0.001   0.000  -0.014   0.120  
  3.35  -0.343   0.002  -0.001   0.002   0.354   0.001  -0.042   0.028   0.184  
  3.34  -0.358   0.002   0.000   0.004   0.348   0.001   0.000  -0.021   0.123  
  3.34  -0.343   0.000  -0.001   0.004   0.355   0.001  -0.036  -0.128   0.178  
  3.33  -0.358   0.001  -0.000   0.002   0.354   0.001  -0.007  -0.035   0.135  
  3.33  -0.364   0.002  -0.000   0.002   0.354   0.001  -0.007   0.134   0.137  
  3.32  -0.350   0.002  -0.001   0.003   0.354   0.001  -0.050  -0.057   0.197  
  3.32  -0.353   0.002  -0.002   0.002   0.356   0.001  -0.057   0.057   0.210  
  3.31  -0.352   0.001   0.001   0.004   0.357   0.001   0.021   0.021   0.098  
  3.31  -0.370   0.001  -0.001   0.004   0.356   0.001  -0.036  -0.078   0.180  
  3.30  -0.347   0.002   0.000   0.004   0.355   0.001   0.007  -0.007   0.118  
  3.30  -0.354   0.003  -0.001   0.003   0.353   0.001  -0.050  -0.028   0.198  
  3.29  -0.366   0.003  -0.000   0.002   0.358   0.001  -0.007  -0.036   0.139  
  3.29  -0.346   0.001  -0.002   0.002   0.363   0.001  -0.072  -0.087   0.232  
  3.28  -0.371   0.001   0.000   0.004   0.358   0.001   0.000   0.014   0.130  
  3.28  -0.362   0.000  -0.002   0.003   0.366   0.001  -0.065  -0.015   0.226  
  3.27  -0.368   0.002   0.002   0.003   0.364   0.001   0.072   0.029   0.030  
  3.27  -0.365   0.001   0.001   0.003   0.361   0.001   0.022   0.065   0.101  
  3.26  -0.355   0.002  -0.003   0.003   0.367   0.001  -0.095   0.022   0.268  
  3.26  -0.371   0.004   0.001   0.004   0.365   0.001   0.022  -0.095   0.104  
  3.25  -0.359   0.005   0.001   0.004   0.365   0.001   0.029   0.088   0.091  
  3.25  -0.352   0.003   0.001   0.003   0.367   0.001   0.029  -0.051   0.094  
  3.24  -0.373   0.000   0.001   0.004   0.363   0.001   0.029   0.000   0.091  
  3.24  -0.364   0.001   0.002   0.003   0.367   0.001   0.059   0.073   0.053  
  3.23  -0.379   0.001   0.002   0.003   0.368   0.001   0.073   0.059   0.032  
  3.23  -0.372   0.000  -0.000   0.003   0.373   0.001  -0.015  -0.090   0.161  
  3.22  -0.380   0.004   0.000   0.004   0.370   0.001   0.007   0.037   0.128  
  3.22  -0.369   0.001  -0.000   0.003   0.370   0.001  -0.007  -0.030   0.149  
  3.21  -0.362   0.001   0.001   0.004   0.373   0.001   0.037   0.007   0.088  
  3.21  -0.375   0.000   0.002   0.004   0.371   0.001   0.060   0.000   0.055  
  3.20  -0.374   0.002  -0.000   0.003   0.376   0.001  -0.015   0.015   0.162  
  3.20  -0.379   0.001   0.001   0.004   0.373   0.001   0.023   0.030   0.109  
  3.19  -0.376   0.002  -0.001   0.004   0.370   0.001  -0.038  -0.007   0.196  
  3.19  -0.371   0.003   0.002   0.002   0.376   0.001   0.075   0.045   0.036  
  3.18  -0.384   0.001   0.001   0.003   0.375   0.001   0.052  -0.022   0.067  
  3.18  -0.382   0.000  -0.002   0.005   0.374   0.001  -0.060  -0.082   0.228  
  3.17  -0.381   0.002  -0.002   0.004   0.377   0.001  -0.068  -0.038   0.241  
  3.17  -0.351   0.001   0.002   0.005   0.376   0.001   0.091   0.045   0.015  
  3.16  -0.373   0.002   0.002   0.004   0.381   0.001   0.084   0.046   0.028  
  3.16  -0.367   0.002  -0.002   0.004   0.375   0.001  -0.061  -0.008   0.232  
  3.15  -0.373   0.001   0.001   0.005   0.378   0.001   0.038   0.121   0.091  
  3.15  -0.387   0.003   0.002   0.004   0.383   0.001   0.084   0.061   0.029  
  3.14  -0.386   0.001  -0.000   0.002   0.384   0.001  -0.015  -0.023   0.169  
  3.14  -0.401   0.002  -0.001   0.005   0.386   0.001  -0.038   0.046   0.202  
  3.13  -0.371   0.004   0.001   0.005   0.381   0.001   0.038  -0.015   0.093  
  3.13  -0.402   0.003  -0.000   0.006   0.383   0.001  -0.015  -0.015   0.169  
  3.12  -0.368   0.002   0.001   0.004   0.384   0.001   0.046  -0.023   0.083  
  3.12  -0.400   0.002   0.002   0.004   0.384   0.001   0.078  -0.046   0.041  
  3.11  -0.376   0.000  -0.002   0.006   0.388   0.001  -0.085  -0.147   0.270  
  3.11  -0.389   0.002  -0.003   0.004   0.389   0.001  -0.123  -0.078   0.325  
  3.10  -0.385   0.003   0.001   0.004   0.389   0.001   0.031  -0.093   0.108  
  3.10  -0.379   0.001   0.002   0.003   0.388   0.001   0.070   0.140   0.053  
  3.09  -0.382   0.006  -0.001   0.004   0.393   0.001  -0.046  -0.031   0.217  
  3.09  -0.402   0.000  -0.002   0.006   0.393   0.001  -0.072  -0.071   0.260  
  3.08  -0.400   0.004  -0.001   0.003   0.394   0.001  -0.032   0.047   0.201  
  3.08  -0.413   0.004  -0.001   0.004   0.396   0.001  -0.040  -0.063   0.215  
  3.07  -0.397   0.001   0.001   0.005   0.390   0.001   0.024  -0.008   0.124  
  3.07  -0.405   0.003  -0.000   0.005   0.396   0.002  -0.008  -0.087   0.171  
  3.06  -0.412   0.004   0.004   0.004   0.395   0.001   0.176   0.040  -0.090  
  3.06  -0.396   0.001   0.001   0.004   0.397   0.001   0.040   0.000   0.103  
  3.05  -0.413   0.002   0.000   0.004   0.397   0.001   0.000  -0.032   0.159  
  3.05  -0.409   0.001  -0.002   0.005   0.400   0.001  -0.079  -0.072   0.270  
  3.04  -0.399   0.002  -0.002   0.004   0.399   0.002  -0.088  -0.072   0.285  
  3.04  -0.385   0.002  -0.001   0.005   0.404   0.002  -0.024   0.024   0.198  
  3.03  -0.417   0.005   0.003   0.005   0.403   0.001   0.113   0.064   0.004  
  3.03  -0.393   0.003   0.001   0.004   0.402   0.001   0.032  -0.113   0.118  
  3.02  -0.380   0.001  -0.001   0.005   0.404   0.001  -0.033  -0.065   0.212  
  3.02  -0.400   0.000   0.001   0.006   0.407   0.001   0.024  -0.033   0.133  
  3.01  -0.429   0.002   0.001   0.003   0.405   0.001   0.024   0.065   0.132  
  3.01  -0.403   0.002   0.003   0.003   0.407   0.001   0.129   0.081  -0.018  
  3.00  -0.407   0.001   0.001   0.006   0.404   0.002   0.056   0.097   0.084  
  3.00  -0.393   0.001   0.000   0.004   0.408   0.001   0.017  -0.025   0.147  
  2.99  -0.410   0.000  -0.000   0.002   0.414   0.001  -0.016  -0.099   0.195  
  2.99  -0.401   0.001  -0.002   0.004   0.415   0.001  -0.083  -0.042   0.292  
  2.98  -0.405   0.002   0.003   0.005   0.412   0.001   0.117  -0.016   0.008  
  2.98  -0.407   0.004   0.002   0.005   0.411   0.001   0.074   0.123   0.066  
  2.97  -0.409   0.005   0.001   0.004   0.415   0.001   0.025   0.058   0.138  
  2.97  -0.409   0.001  -0.002   0.005   0.419   0.002  -0.075  -0.101   0.281  
  2.96  -0.422   0.006  -0.001   0.005   0.415   0.001  -0.058  -0.050   0.255  
  2.96  -0.414   0.006   0.000   0.004   0.414   0.001   0.008  -0.008   0.160  
  2.95  -0.404   0.002   0.000   0.003   0.421   0.001   0.008  -0.084   0.165  
  2.95  -0.404   0.000  -0.001   0.004   0.422   0.001  -0.042  -0.034   0.238  
  2.94  -0.417   0.000  -0.002   0.004   0.425   0.001  -0.093  -0.128   0.312  
  2.94  -0.421   0.005   0.002   0.006   0.422   0.001   0.067   0.059   0.084  
  2.93  -0.446   0.007   0.004   0.005   0.425   0.001   0.169   0.085  -0.058  
  2.93  -0.422   0.003  -0.002   0.003   0.419   0.001  -0.068  -0.075   0.275  
  2.92  -0.423   0.000   0.000   0.003   0.426   0.001   0.017  -0.051   0.159  
  2.92  -0.415   0.003   0.001   0.006   0.428   0.001   0.025  -0.009   0.146  
  2.91  -0.441   0.006   0.001   0.004   0.428   0.001   0.034   0.051   0.135  
  2.91  -0.431   0.002   0.000   0.005   0.434   0.001   0.009   0.087   0.176  
  2.90  -0.408   0.001  -0.001   0.004   0.428   0.001  -0.052  -0.077   0.258  
  2.90  -0.412   0.006   0.001   0.005   0.436   0.002   0.061   0.087   0.106  
  2.89  -0.431   0.005  -0.004   0.005   0.432   0.002  -0.190  -0.216   0.457  
  2.89  -0.439   0.003  -0.001   0.006   0.427   0.001  -0.060  -0.060   0.271  
  2.88  -0.443   0.000  -0.000   0.004   0.429   0.001  -0.009  -0.009   0.198  
  2.88  -0.417   0.003   0.000   0.005   0.435   0.002   0.009   0.087   0.180  
  2.87  -0.443   0.001   0.001   0.005   0.434   0.001   0.062   0.061   0.105  
  2.87  -0.439   0.003   0.004   0.003   0.440   0.001   0.159   0.079  -0.029  
  2.86  -0.437   0.002  -0.001   0.004   0.434   0.001  -0.044   0.061   0.255  
  2.86  -0.452   0.004  -0.001   0.004   0.447   0.001  -0.062  -0.036   0.288  
  2.85  -0.460   0.006  -0.001   0.003   0.439   0.002  -0.053   0.035   0.271  
  2.85  -0.432   0.001   0.000   0.006   0.446   0.002   0.000  -0.107   0.199  
  2.84  -0.428   0.001  -0.000   0.006   0.444   0.001  -0.009   0.044   0.210  
  2.84  -0.434   0.006  -0.001   0.005   0.444   0.001  -0.044   0.044   0.261  
  2.83  -0.464   0.003  -0.001   0.003   0.446   0.001  -0.053  -0.125   0.275  
  2.83  -0.443   0.002  -0.001   0.004   0.448   0.002  -0.063  -0.107   0.294  
  2.82  -0.440   0.008   0.001   0.006   0.449   0.002   0.027   0.045   0.164  
  2.82  -0.442   0.004  -0.002   0.005   0.448   0.001  -0.091  -0.134   0.334  
  2.81  -0.452   0.007   0.003   0.005   0.450   0.001   0.145   0.027  -0.000  
  2.81  -0.469   0.006  -0.002   0.003   0.447   0.002  -0.072   0.036   0.306  
  2.80  -0.450   0.000  -0.002   0.006   0.455   0.002  -0.100  -0.155   0.351  
  2.80  -0.440   0.004   0.001   0.005   0.453   0.001   0.045   0.009   0.142  
  2.79  -0.465   0.001  -0.003   0.004   0.456   0.001  -0.118  -0.091   0.374  
  2.79  -0.460   0.002   0.000   0.006   0.455   0.002   0.000   0.055   0.213  
  2.78  -0.450   0.012  -0.001   0.005   0.462   0.002  -0.028   0.037   0.254  
  2.78  -0.458   0.001  -0.001   0.004   0.459   0.001  -0.046  -0.018   0.277  
  2.77  -0.471   0.001  -0.001   0.005   0.469   0.002  -0.056  -0.084   0.298  
  2.77  -0.456   0.004   0.000   0.003   0.467   0.002   0.019   0.047   0.192  
  2.76  -0.431   0.005   0.001   0.006   0.468   0.002   0.037   0.000   0.166  
  2.76  -0.481   0.008  -0.002   0.006   0.468   0.001  -0.111  -0.056   0.376  
  2.75  -0.485   0.002   0.000   0.004   0.468   0.002   0.000   0.019   0.222  
  2.75  -0.478   0.005   0.001   0.005   0.474   0.002   0.066  -0.028   0.133  
  2.74  -0.455   0.003   0.002   0.005   0.471   0.002   0.085  -0.038   0.104  
  2.74  -0.475   0.003   0.003   0.006   0.472   0.002   0.133   0.104   0.038  
  2.73  -0.478   0.008  -0.000   0.004   0.470   0.002  -0.009  -0.056   0.238  
  2.73  -0.475   0.006   0.002   0.005   0.471   0.002   0.075   0.113   0.117  
  2.72  -0.483   0.000   0.002   0.004   0.474   0.002   0.114   0.133   0.066  
  2.72  -0.465   0.004   0.000   0.005   0.474   0.002   0.019   0.000   0.200  
  2.71  -0.472   0.014  -0.001   0.005   0.483   0.002  -0.048   0.048   0.302  
  2.71  -0.467   0.008   0.002   0.005   0.485   0.001   0.096   0.126   0.098  
  2.70  -0.485   0.007   0.002   0.005   0.482   0.002   0.078  -0.010   0.126  
  2.70  -0.484   0.011  -0.001   0.004   0.480   0.002  -0.029  -0.019   0.274  
  2.69  -0.489   0.007  -0.001   0.004   0.487   0.002  -0.029   0.010   0.281  
  2.69  -0.501   0.001  -0.000   0.005   0.488   0.002  -0.010   0.010   0.253  
  2.68  -0.490   0.010  -0.001   0.004   0.495   0.002  -0.069   0.049   0.344  
  2.68  -0.497   0.002   0.001   0.005   0.485   0.002   0.030  -0.078   0.199  
  2.67  -0.500   0.011   0.002   0.004   0.489   0.002   0.088   0.049   0.117  
  2.67  -0.507   0.003  -0.002   0.004   0.490   0.002  -0.108  -0.039   0.396  
  2.66  -0.485   0.010  -0.002   0.006   0.492   0.002  -0.100  -0.039   0.390  
  2.66  -0.524   0.003  -0.003   0.003   0.497   0.002  -0.160  -0.089   0.476  
  2.65  -0.492   0.000  -0.002   0.006   0.496   0.002  -0.110  -0.179   0.406  
  2.65  -0.497   0.010  -0.002   0.006   0.506   0.002  -0.120  -0.132   0.426  
  2.64  -0.492   0.021  -0.002   0.007   0.501   0.002  -0.120  -0.160   0.421  
  2.64  -0.496   0.005   0.000   0.006   0.508   0.002   0.020   0.081   0.228  
  2.63  -0.483   0.006  -0.000   0.006   0.507   0.002  -0.010  -0.030   0.271  
  2.63  -0.513   0.003   0.002   0.004   0.508   0.001   0.081   0.132   0.144  
  2.62  -0.511   0.011   0.003   0.007   0.509   0.002   0.144   0.143   0.060  
  2.62  -0.516   0.013  -0.002   0.006   0.509   0.002  -0.103  -0.163   0.410  
  2.61  -0.506   0.006  -0.002   0.004   0.503   0.002  -0.101  -0.141   0.400  
  2.61  -0.507   0.004   0.002   0.006   0.514   0.002   0.082   0.010   0.149  
  2.60  -0.521   0.006  -0.001   0.005   0.514   0.002  -0.041   0.021   0.326  
  2.60  -0.514   0.011  -0.003   0.005   0.519   0.002  -0.166  -0.114   0.507  
  2.59  -0.511   0.017   0.003   0.006   0.521   0.002   0.166   0.167   0.037  
  2.59  -0.506   0.006   0.001   0.006   0.525   0.002   0.042   0.021   0.218  
  2.58  -0.530   0.014   0.002   0.006   0.521   0.002   0.104   0.083   0.126  
  2.58  -0.530   0.004   0.000   0.005   0.518   0.002   0.000  -0.062   0.270  
  2.57  -0.523   0.034   0.000   0.007   0.522   0.002   0.021  -0.073   0.246  
  2.57  -0.517   0.025   0.000   0.005   0.527   0.002   0.010  -0.074   0.263  
  2.56  -0.530   0.004   0.001   0.003   0.524   0.002   0.053   0.084   0.203  
  2.56  -0.510   0.027   0.002   0.006   0.526   0.002   0.116   0.116   0.115  
  2.55  -0.536   0.010  -0.000   0.005   0.527   0.002  -0.021   0.032   0.309  
  2.55  -0.528   0.011   0.000   0.005   0.533   0.002   0.000  -0.117   0.287  
  2.54  -0.539   0.000   0.003   0.004   0.531   0.002   0.149   0.085   0.074  
  2.54  -0.520   0.018  -0.002   0.004   0.536   0.002  -0.107  -0.107   0.442  
  2.53  -0.537   0.025   0.001   0.005   0.547   0.002   0.043   0.000   0.238  
  2.53  -0.519   0.008   0.003   0.006   0.546   0.002   0.141   0.120   0.098  
  2.52  -0.537   0.030   0.002   0.005   0.545   0.002   0.109   0.131   0.145  
  2.52  -0.545   0.020  -0.003   0.006   0.544   0.002  -0.163  -0.185   0.528  
  2.51  -0.528   0.046   0.005   0.006   0.545   0.002   0.285   0.251  -0.102  
  2.51  -0.542   0.010   0.001   0.006   0.548   0.002   0.066   0.066   0.209  
  2.50  -0.535   0.017   0.001   0.006   0.550   0.003   0.066   0.066   0.210  
  2.50  -0.559   0.011  -0.002   0.006   0.553   0.002  -0.099  -0.044   0.447  
  2.49  -0.564   0.021  -0.003   0.006   0.555   0.002  -0.145  -0.089   0.516  
  2.49  -0.565   0.008  -0.002   0.005   0.562   0.002  -0.112  -0.270   0.475  
  2.48  -0.549   0.009  -0.002   0.008   0.559   0.003  -0.100  -0.101   0.455  
  2.48  -0.567   0.011  -0.002   0.005   0.562   0.002  -0.101  -0.090   0.461  
  2.47  -0.573   0.019   0.001   0.007   0.565   0.003   0.045   0.045   0.257  
  2.47  -0.568   0.037  -0.003   0.006   0.572   0.002  -0.149  -0.034   0.542  
  2.46  -0.572   0.064  -0.001   0.007   0.572   0.002  -0.034   0.034   0.380  
  2.46  -0.576   0.006  -0.001   0.004   0.570   0.002  -0.080  -0.114   0.442  
  2.45  -0.588   0.024  -0.003   0.005   0.577   0.002  -0.185  -0.162   0.597  
  2.45  -0.559   0.050   0.001   0.005   0.575   0.002   0.035  -0.058   0.285  
  2.44  -0.595   0.060  -0.004   0.007   0.583   0.002  -0.210  -0.175   0.638  
  2.44  -0.609   0.003   0.000   0.006   0.585   0.003   0.000  -0.070   0.345  
  2.43  -0.595   0.034  -0.001   0.006   0.580   0.002  -0.070  -0.186   0.441  
  2.43  -0.605   0.074   0.003   0.005   0.590   0.002   0.166   0.083   0.117  
  2.42  -0.588   0.087   0.000   0.006   0.584   0.002   0.000  -0.047   0.344  
  2.42  -0.580   0.025  -0.000   0.005   0.594   0.002  -0.024  -0.024   0.391  
  2.41  -0.588   0.091  -0.001   0.007   0.592   0.002  -0.048  -0.154   0.422  
  2.41  -0.576   0.011   0.004   0.008   0.588   0.002   0.223   0.212   0.032  
  2.40  -0.612   0.026  -0.003   0.006   0.599   0.002  -0.155  -0.096   0.579  
  2.40  -0.592   0.020   0.002   0.007   0.608   0.002   0.123   0.182   0.203  
  2.39  -0.622   0.067  -0.000   0.005   0.612   0.003  -0.025   0.037   0.416  
  2.39  -0.602   0.025   0.003   0.007   0.613   0.002   0.195   0.258   0.100  
  2.38  -0.609   0.042  -0.003   0.007   0.607   0.002  -0.158  -0.158   0.595  
  2.38  -0.645   0.106  -0.003   0.005   0.617   0.002  -0.174  -0.160   0.631  
  2.37  -0.620   0.026  -0.003   0.007   0.629   0.003  -0.214  -0.151   0.701  
  2.37  -0.615   0.085  -0.003   0.006   0.616   0.002  -0.209  -0.296   0.678  
  2.36  -0.620   0.088  -0.003   0.007   0.625   0.003  -0.188  -0.075   0.660  
  2.36  -0.643   0.033   0.000   0.005   0.627   0.002   0.000   0.063   0.394  
  2.35  -0.634   0.036   0.004   0.007   0.637   0.002   0.242   0.280   0.065  
  2.35  -0.634   0.081   0.000   0.006   0.648   0.002   0.026   0.078   0.382  
  2.34  -0.640   0.210  -0.000   0.008   0.636   0.002  -0.025   0.013   0.438  
  2.34  -0.647   0.157  -0.000   0.007   0.633   0.003  -0.013  -0.051   0.421  
  2.33  -0.656   0.171  -0.001   0.007   0.638   0.002  -0.038  -0.026   0.460  
  2.33  -0.662   0.344  -0.001   0.006   0.650   0.002  -0.079  -0.052   0.541  
  2.32  -0.670   0.150   0.003   0.007   0.672   0.003   0.200   0.309   0.168  
  2.32  -0.682   0.315   0.003   0.006   0.649   0.002   0.193   0.195   0.147  
  2.31  -0.652   0.333  -0.007   0.007   0.689   0.003  -0.507  -0.482   1.191  
  2.31  -0.666   0.122   0.004   0.009   0.663   0.002   0.264   0.252   0.066  
  2.30  -0.674   0.408   0.006   0.007   0.670   0.003   0.401   0.389  -0.117  
  2.30  -0.646   0.119  -0.002   0.007   0.658   0.002  -0.146  -0.118   0.645  
  2.29  -0.709   0.547   0.004   0.006   0.698   0.002   0.280   0.321   0.095  
  2.29  -0.682   0.470   0.007   0.006   0.688   0.003   0.481   0.427  -0.205  
  2.28  -0.696   0.607   0.007   0.007   0.683   0.003   0.467   0.560  -0.188  
  2.28  -0.680   0.536   0.008   0.008   0.694   0.002   0.529   0.472  -0.263  
  2.27  -0.703   0.645   0.008   0.007   0.719   0.002   0.560   0.576  -0.273  
  2.27  -0.708   0.368   0.001   0.006   0.701   0.003   0.042   0.042   0.435  
  2.26  -0.734   0.667   0.004   0.006   0.719   0.003   0.304   0.230   0.093  
  2.26  -0.750   0.673   0.006   0.007   0.726   0.003   0.435   0.378  -0.086  
  2.25  -0.753   0.723   0.008   0.006   0.738   0.003   0.562   0.428  -0.247  
  2.25  -0.761   0.689   0.008   0.008   0.730   0.002   0.558   0.555  -0.250  
  2.24  -0.735   0.692   0.006   0.008   0.722   0.003   0.450   0.477  -0.109  
  2.24  -0.734   0.722   0.007   0.007   0.753   0.002   0.555   0.406  -0.218  
  2.23  -0.729   0.725   0.008   0.007   0.754   0.003   0.608   0.588  -0.284  
  2.23  -0.740   0.750   0.009   0.008   0.760   0.002   0.703   0.669  -0.412  
  2.22  -0.768   0.770   0.005   0.008   0.764   0.002   0.384   0.382   0.046  
  2.22  -0.787   0.764   0.008   0.007   0.759   0.003   0.595   0.531  -0.260  
  2.21  -0.735   0.781   0.009   0.008   0.757   0.002   0.653   0.697  -0.346  
  2.21  -0.788   0.779   0.007   0.009   0.769   0.002   0.570   0.523  -0.212  
  2.20  -0.766   0.792   0.009   0.007   0.772   0.002   0.681   0.587  -0.364  
  2.20  -0.751   0.784   0.008   0.009   0.776   0.002   0.620   0.543  -0.273  
  2.19  -0.779   0.797   0.009   0.009   0.782   0.002   0.673   0.657  -0.338  
  2.19  -0.779   0.798   0.008   0.008   0.779   0.002   0.641   0.639  -0.296  
  2.18  -0.776   0.809   0.008   0.008   0.799   0.002   0.654   0.703  -0.286  
  2.18  -0.789   0.814   0.009   0.008   0.794   0.002   0.694   0.619  -0.353  
  2.17  -0.777   0.821   0.008   0.008   0.787   0.002   0.619   0.693  -0.249  
  2.17  -0.834   0.826   0.009   0.008   0.786   0.002   0.698   0.660  -0.362  
  2.16  -0.789   0.830   0.009   0.008   0.794   0.002   0.684   0.683  -0.333  
  2.16  -0.803   0.833   0.009   0.009   0.808   0.002   0.741   0.759  -0.395  
  2.15  -0.813   0.840   0.008   0.008   0.807   0.002   0.678   0.646  -0.306  
  2.15  -0.814   0.843   0.009   0.009   0.810   0.002   0.697   0.778  -0.327  
  2.14  -0.813   0.841   0.006   0.008   0.811   0.002   0.519   0.616  -0.074  
  2.14  -0.818   0.849   0.008   0.007   0.814   0.002   0.621   0.716  -0.212  
  2.13  -0.807   0.852   0.008   0.008   0.818   0.001   0.669   0.736  -0.277  
  2.13  -0.818   0.853   0.006   0.009   0.820   0.002   0.493   0.558  -0.022  
  2.12  -0.827   0.855   0.008   0.009   0.817   0.001   0.672   0.670  -0.279  
  2.12  -0.833   0.861   0.008   0.008   0.822   0.002   0.693   0.641  -0.300  
  2.11  -0.825   0.861   0.009   0.008   0.819   0.002   0.723   0.688  -0.348  
  2.11  -0.809   0.863   0.009   0.008   0.831   0.001   0.745   0.681  -0.364  
  2.10  -0.826   0.868   0.010   0.009   0.829   0.001   0.815   0.746  -0.461  
  2.10  -0.840   0.868   0.007   0.009   0.828   0.002   0.582   0.629  -0.133  
  2.09  -0.845   0.874   0.010   0.010   0.832   0.002   0.803   0.782  -0.438  
  2.09  -0.839   0.878   0.009   0.008   0.832   0.002   0.734   0.666  -0.343  
  2.08  -0.831   0.880   0.009   0.009   0.843   0.001   0.787   0.793  -0.406  
  2.08  -0.841   0.882   0.008   0.007   0.841   0.001   0.685   0.740  -0.265  
  2.07  -0.838   0.885   0.010   0.008   0.845   0.001   0.811   0.710  -0.431  
  2.07  -0.860   0.889   0.009   0.009   0.849   0.001   0.760   0.730  -0.357  
  2.06  -0.848   0.886   0.008   0.008   0.850   0.001   0.693   0.731  -0.261  
  2.06  -0.850   0.890   0.009   0.009   0.854   0.001   0.769   0.717  -0.357  
  2.05  -0.840   0.893   0.009   0.009   0.853   0.001   0.786   0.836  -0.382  
  2.05  -0.857   0.897   0.009   0.008   0.854   0.001   0.785   0.752  -0.380  
  2.04  -0.846   0.895   0.009   0.009   0.857   0.001   0.803   0.839  -0.403  
  2.04  -0.850   0.900   0.010   0.010   0.864   0.001   0.839   0.847  -0.446  
  2.03  -0.865   0.901   0.010   0.009   0.861   0.001   0.828   0.740  -0.427  
  2.03  -0.869   0.904   0.009   0.010   0.859   0.001   0.813   0.808  -0.406  
  2.02  -0.878   0.904   0.008   0.009   0.863   0.001   0.713   0.828  -0.257  
  2.02  -0.864   0.907   0.008   0.009   0.869   0.001   0.733   0.852  -0.278  
  2.01  -0.868   0.908   0.010   0.009   0.872   0.001   0.852   0.784  -0.446  
  2.01  -0.875   0.909   0.009   0.009   0.873   0.001   0.801   0.769  -0.371  
  2.00  -0.871   0.912   0.009   0.008   0.875   0.001   0.771   0.753  -0.322  
  2.00  -0.876   0.912   0.009   0.008   0.874   0.001   0.773   0.839  -0.325  
  1.99  -0.877   0.915   0.008   0.008   0.880   0.001   0.667   0.844  -0.170  
  1.99  -0.862   0.916   0.010   0.010   0.879   0.001   0.860   0.861  -0.444  
  1.98  -0.904   0.918   0.010   0.010   0.881   0.001   0.863   0.828  -0.444  
  1.98  -0.883   0.919   0.009   0.009   0.882   0.001   0.792   0.829  -0.343  
  1.97  -0.876   0.921   0.009   0.008   0.885   0.001   0.777   0.814  -0.316  
  1.97  -0.891   0.922   0.009   0.008   0.885   0.001   0.763   0.761  -0.293  
  1.96  -0.893   0.922   0.009   0.008   0.890   0.001   0.833   0.783  -0.389  
  1.96  -0.904   0.924   0.010   0.009   0.884   0.001   0.851   0.813  -0.419  
  1.95  -0.884   0.925   0.009   0.009   0.886   0.001   0.835   0.868  -0.393  
  1.95  -0.886   0.927   0.009   0.009   0.893   0.001   0.786   0.839  -0.313  
  1.94  -0.890   0.929   0.009   0.009   0.893   0.001   0.841   0.857  -0.389  
  1.94  -0.897   0.930   0.010   0.009   0.895   0.001   0.855   0.860  -0.411  
  1.93  -0.898   0.931   0.008   0.008   0.899   0.001   0.757   0.827  -0.259  
  1.93  -0.899   0.933   0.010   0.009   0.901   0.001   0.866   0.847  -0.411  
