# i = 20	j = 23
# T(K)   <E>   |<M>|   Szi   SziSzj  Corr(Szi,Szj)
# ---  ------  -----  -----  ------  -------------
 5.00  -0.428  0.000  -0.037  -0.111  0.115
 4.95  -0.435  0.002  -0.037  0.111  -0.115
 4.90  -0.440  0.002  0.185  0.111  -0.091
 4.85  -0.442  0.001  -0.333  -0.037  0.049
 4.80  -0.447  0.005  -0.407  -0.259  0.365
 4.75  -0.452  0.000  0.037  -0.259  0.250
 4.70  -0.457  0.007  -0.111  -0.037  0.041
 4.65  -0.465  0.001  -0.037  0.111  -0.115
 4.60  -0.470  0.003  -0.407  -0.333  0.469
 4.55  -0.477  0.003  -0.259  -0.037  0.047
 4.50  -0.483  0.002  -0.037  0.185  -0.192
 4.45  -0.491  0.004  0.185  -0.111  0.091
 4.40  -0.496  0.001  -0.185  -0.259  0.307
 4.35  -0.503  0.009  0.111  0.259  -0.230
 4.30  -0.513  0.003  0.407  -0.111  0.066
 4.25  -0.521  0.003  0.111  -0.259  0.230
 4.20  -0.525  0.003  -0.037  -0.185  0.192
 4.15  -0.535  0.003  0.111  0.037  -0.033
 4.10  -0.542  0.008  0.185  0.333  -0.272
 4.05  -0.551  0.011  0.259  0.037  -0.027
 4.00  -0.555  0.001  -0.185  -0.259  0.307
 3.95  -0.563  0.008  -0.111  0.111  -0.123
 3.90  -0.573  0.005  -0.037  0.185  -0.192
 3.85  -0.586  0.003  -0.111  0.333  -0.370
 3.80  -0.599  0.003  0.037  0.037  -0.036
 3.75  -0.604  0.003  0.481  0.185  -0.096
 3.70  -0.613  0.005  0.111  -0.037  0.033
 3.65  -0.624  0.009  -0.481  0.259  -0.384
 3.60  -0.636  0.012  -0.037  0.481  -0.499
 3.55  -0.646  0.012  -0.333  -0.037  0.049
 3.50  -0.662  0.004  -0.037  0.037  -0.038
 3.45  -0.673  0.005  -0.185  -0.111  0.132
 3.40  -0.685  0.003  -0.111  -0.037  0.041
 3.35  -0.703  0.008  -0.185  -0.185  0.219
 3.30  -0.713  0.011  -0.333  0.037  -0.049
 3.25  -0.731  0.001  0.259  0.407  -0.302
 3.20  -0.739  0.005  0.111  0.185  -0.165
 3.15  -0.761  0.007  0.333  0.556  -0.370
 3.10  -0.777  0.013  0.037  0.259  -0.250
 3.05  -0.801  0.002  -0.037  0.111  -0.115
 3.00  -0.813  0.029  0.037  0.037  -0.036
 2.95  -0.838  0.029  -0.259  -0.037  0.047
 2.90  -0.854  0.012  0.111  -0.037  0.033
 2.85  -0.889  0.013  -0.407  -0.185  0.261
 2.80  -0.904  0.005  -0.185  0.037  -0.044
 2.75  -0.932  0.031  -0.556  0.259  -0.403
 2.70  -0.968  0.038  -0.556  0.556  -0.864
 2.65  -0.994  0.029  -0.333  0.481  -0.642
 2.60  -1.020  0.012  -0.111  0.111  -0.123
 2.55  -1.065  0.047  0.259  0.037  -0.027
 2.50  -1.104  0.036  0.259  0.185  -0.137
 2.45  -1.162  0.042  -0.185  0.481  -0.571
 2.40  -1.194  0.070  -0.259  0.185  -0.233
 2.35  -1.292  0.174  -0.185  0.407  -0.483
 2.30  -1.349  0.096  0.630  0.630  -0.233
 2.25  -1.498  0.768  0.481  0.481  -0.250
 2.20  -1.569  0.816  0.926  0.926  -0.069
 2.15  -1.621  0.848  0.630  0.778  -0.288
 2.10  -1.662  0.871  1.000  0.481  0.000
 2.05  -1.710  0.896  0.556  0.407  -0.181
 2.00  -1.750  0.914  0.259  0.407  -0.302
 1.95  -1.780  0.926  1.000  0.630  0.000
 1.90  -1.810  0.938  1.000  0.778  0.000
 1.85  -1.834  0.948  0.926  0.926  -0.069
 1.80  -1.860  0.957  1.000  1.000  0.000
 1.75  -1.882  0.965  1.000  1.000  0.000
 1.70  -1.900  0.971  1.000  0.926  0.000
 1.65  -1.912  0.974  1.000  1.000  0.000
 1.60  -1.928  0.980  1.000  1.000  0.000
 1.55  -1.941  0.983  0.926  0.926  -0.069
 1.50  -1.953  0.987  1.000  1.000  0.000
 1.45  -1.960  0.989  1.000  1.000  0.000
 1.40  -1.968  0.991  1.000  1.000  0.000
 1.35  -1.975  0.993  1.000  1.000  0.000
 1.30  -1.980  0.995  1.000  1.000  0.000
 1.25  -1.985  0.996  1.000  1.000  0.000
 1.20  -1.988  0.997  1.000  1.000  0.000
 1.15  -1.992  0.998  1.000  1.000  0.000
 1.10  -1.994  0.999  1.000  1.000  0.000
 1.05  -1.996  0.999  1.000  1.000  0.000
 1.00  -1.997  0.999  1.000  1.000  0.000
 0.95  -1.998  1.000  1.000  1.000  0.000
 0.90  -1.999  1.000  1.000  1.000  0.000
 0.85  -1.999  1.000  1.000  1.000  0.000
 0.80  -2.000  1.000  1.000  1.000  0.000
 0.75  -2.000  1.000  1.000  1.000  0.000
 0.70  -2.000  1.000  1.000  1.000  0.000
 0.65  -2.000  1.000  1.000  1.000  0.000
 0.60  -2.000  1.000  1.000  1.000  0.000
 0.55  -2.000  1.000  1.000  1.000  0.000
 0.50  -2.000  1.000  1.000  1.000  0.000
