5.0	-0.429	-0.003
5.0	-0.432	0.001
4.9	-0.441	0.001
4.9	-0.442	0.002
4.8	-0.449	0.002
4.8	-0.456	-0.001
4.7	-0.460	-0.003
4.7	-0.464	-0.002
4.6	-0.472	-0.001
4.6	-0.475	-0.002
4.5	-0.482	-0.005
4.5	-0.487	-0.000
4.4	-0.496	0.004
4.4	-0.506	-0.001
4.3	-0.510	0.002
4.3	-0.520	0.005
4.2	-0.527	0.001
4.2	-0.532	0.000
4.1	-0.542	0.002
4.1	-0.551	0.004
4.0	-0.557	-0.004
4.0	-0.569	0.001
3.9	-0.572	0.000
3.9	-0.585	-0.001
3.8	-0.599	0.006
3.8	-0.603	0.006
3.7	-0.614	-0.010
3.7	-0.625	0.003
3.6	-0.638	-0.002
3.6	-0.649	0.003
3.5	-0.658	0.010
3.5	-0.671	0.014
3.4	-0.688	0.002
3.4	-0.694	0.004
3.3	-0.715	-0.011
3.3	-0.727	0.003
3.2	-0.746	-0.002
3.2	-0.763	-0.005
3.1	-0.775	0.004
3.1	-0.799	-0.012
3.0	-0.820	-0.041
3.0	-0.840	-0.021
2.9	-0.863	-0.018
2.9	-0.895	-0.008
2.8	-0.911	-0.005
2.8	-0.956	0.001
2.7	-0.986	0.044
2.7	-1.027	-0.067
2.6	-1.058	0.016
2.6	-1.110	0.040
2.5	-1.142	0.027
2.5	-1.217	-0.075
2.4	-1.255	0.191
2.4	-1.340	-0.179
2.3	-1.418	0.219
2.3	-1.495	-0.035
2.2	-1.557	-0.419
2.2	-1.600	0.431
2.1	-1.670	0.184
2.1	-1.704	-0.044
2.0	-1.747	0.912
2.0	-1.782	0.928
1.9	-1.808	0.936
1.9	-1.838	0.949
1.8	-1.860	0.957
1.8	-1.881	0.964
1.7	-1.899	0.970
1.7	-1.913	0.975
1.6	-1.927	0.979
1.6	-1.940	0.983
1.5	-1.950	0.986
1.5	-1.961	0.989
1.4	-1.968	0.991
1.4	-1.975	0.993
1.3	-1.980	0.995
1.3	-1.985	0.996
1.2	-1.989	0.997
1.2	-1.991	0.998
1.1	-1.994	0.998
1.1	-1.996	0.999
1.0	-1.997	0.999
1.0	-1.998	1.000
0.9	-1.999	1.000
0.9	-1.999	1.000
0.8	-2.000	1.000
0.8	-2.000	1.000
0.7	-2.000	1.000
0.7	-2.000	1.000
0.6	-2.000	1.000
0.6	-2.000	1.000
0.5	-2.000	1.000
0.5	-2.000	1.000
