5.0	-0.430	-0.001
5.0	-0.437	-0.009
4.9	-0.439	-0.002
4.9	-0.442	0.007
4.8	-0.452	-0.007
4.8	-0.455	-0.009
4.7	-0.457	-0.005
4.7	-0.467	0.001
4.6	-0.474	-0.007
4.6	-0.477	-0.001
4.5	-0.485	0.006
4.5	-0.487	0.003
4.4	-0.496	0.006
4.4	-0.507	-0.009
4.3	-0.512	-0.001
4.3	-0.516	0.005
4.2	-0.524	0.002
4.2	-0.531	-0.009
4.1	-0.544	0.001
4.1	-0.547	0.003
4.0	-0.560	-0.001
4.0	-0.576	0.011
3.9	-0.576	0.002
3.9	-0.586	-0.007
3.8	-0.594	0.010
3.8	-0.603	-0.001
3.7	-0.617	-0.006
3.7	-0.624	-0.007
3.6	-0.633	-0.001
3.6	-0.648	0.000
3.5	-0.665	0.015
3.5	-0.677	0.002
3.4	-0.689	0.006
3.4	-0.707	0.004
3.3	-0.731	-0.000
3.3	-0.743	-0.018
3.2	-0.750	-0.017
3.2	-0.784	-0.028
3.1	-0.786	-0.033
3.1	-0.818	-0.014
3.0	-0.847	0.017
3.0	-0.862	0.011
2.9	-0.899	0.017
2.9	-0.914	-0.004
2.8	-0.944	-0.005
2.8	-0.999	-0.013
2.7	-1.034	-0.017
2.7	-1.064	0.011
2.6	-1.117	0.002
2.6	-1.177	-0.063
2.5	-1.230	-0.069
2.5	-1.287	0.088
2.4	-1.345	0.122
2.4	-1.412	-0.129
2.3	-1.471	-0.150
2.3	-1.526	0.389
2.2	-1.573	-0.153
2.2	-1.617	0.476
2.1	-1.651	-0.171
2.1	-1.704	0.059
2.0	-1.739	-0.019
2.0	-1.782	0.926
1.9	-1.811	0.939
1.9	-1.839	0.951
1.8	-1.855	0.954
1.8	-1.884	0.966
1.7	-1.899	0.970
1.7	-1.915	0.976
1.6	-1.928	0.980
1.6	-1.940	0.983
1.5	-1.952	0.987
1.5	-1.962	0.990
1.4	-1.966	0.991
1.4	-1.975	0.993
1.3	-1.980	0.995
1.3	-1.985	0.996
1.2	-1.989	0.997
1.2	-1.992	0.998
1.1	-1.994	0.999
1.1	-1.996	0.999
1.0	-1.997	0.999
1.0	-1.998	1.000
0.9	-1.999	1.000
0.9	-1.999	1.000
0.8	-1.999	1.000
0.8	-2.000	1.000
0.7	-2.000	1.000
0.7	-2.000	1.000
0.6	-2.000	1.000
0.6	-2.000	1.000
0.5	-2.000	1.000
0.5	-2.000	1.000
