# i = 26	j = 16
# T(K)   <E>   |<M>|   Szi   SziSzj  Corr(Szi,Szj)
# ---  ------  -----  -----  ------  -------------
 5.00  -0.429  0.005  -0.037  -0.185  0.192
 4.95  -0.434  0.003  -0.407  0.037  -0.052
 4.90  -0.437  0.002  0.111  0.037  -0.033
 4.85  -0.445  0.002  -0.185  0.259  -0.307
 4.80  -0.452  0.005  0.037  0.333  -0.321
 4.75  -0.456  0.001  -0.111  -0.185  0.206
 4.70  -0.461  0.002  0.037  -0.333  0.321
 4.65  -0.464  0.003  0.185  -0.185  0.151
 4.60  -0.471  0.004  0.259  -0.185  0.137
 4.55  -0.473  0.000  0.111  -0.037  0.033
 4.50  -0.482  0.005  -0.185  0.333  -0.395
 4.45  -0.492  0.000  -0.185  0.111  -0.132
 4.40  -0.496  0.001  0.333  0.481  -0.321
 4.35  -0.503  0.006  -0.111  0.037  -0.041
 4.30  -0.512  0.006  0.333  -0.259  0.173
 4.25  -0.516  0.004  -0.037  -0.185  0.192
 4.20  -0.525  0.004  0.037  -0.333  0.321
 4.15  -0.529  0.003  -0.185  -0.111  0.132
 4.10  -0.539  0.001  -0.259  -0.037  0.047
 4.05  -0.544  0.005  0.481  0.259  -0.134
 4.00  -0.557  0.001  -0.037  0.111  -0.115
 3.95  -0.567  0.005  -0.481  -0.259  0.384
 3.90  -0.575  0.001  -0.185  -0.037  0.044
 3.85  -0.581  0.005  -0.185  -0.037  0.044
 3.80  -0.596  0.005  -0.111  0.185  -0.206
 3.75  -0.602  0.005  -0.111  -0.037  0.041
 3.70  -0.614  0.007  0.778  0.111  -0.025
 3.65  -0.623  0.007  -0.037  0.185  -0.192
 3.60  -0.637  0.006  -0.037  -0.037  0.038
 3.55  -0.651  0.015  -0.185  0.185  -0.219
 3.50  -0.659  0.006  0.185  -0.111  0.091
 3.45  -0.677  0.005  0.333  -0.259  0.173
 3.40  -0.684  0.005  -0.556  -0.037  0.058
 3.35  -0.700  0.010  -0.185  -0.259  0.307
 3.30  -0.718  0.008  -0.037  0.259  -0.269
 3.25  -0.725  0.006  -0.333  0.037  -0.049
 3.20  -0.747  0.009  0.185  -0.333  0.272
 3.15  -0.761  0.021  -0.333  0.111  -0.148
 3.10  -0.780  0.009  -0.185  -0.037  0.044
 3.05  -0.802  0.012  0.111  -0.333  0.296
 3.00  -0.813  0.001  0.185  0.037  -0.030
 2.95  -0.843  0.002  -0.111  0.111  -0.123
 2.90  -0.852  0.020  0.481  -0.037  0.019
 2.85  -0.882  0.021  0.259  0.333  -0.247
 2.80  -0.905  0.055  -0.037  -0.111  0.115
 2.75  -0.931  0.007  0.407  -0.037  0.022
 2.70  -0.959  0.023  -0.407  -0.037  0.052
 2.65  -0.984  0.062  -0.037  -0.037  0.038
 2.60  -1.025  0.025  -0.630  0.259  -0.422
 2.55  -1.072  0.033  0.185  -0.037  0.030
 2.50  -1.128  0.008  -0.556  0.407  -0.634
 2.45  -1.158  0.049  0.556  0.185  -0.082
 2.40  -1.247  0.240  -0.630  0.704  -1.147
 2.35  -1.288  0.017  -0.778  -0.111  0.198
 2.30  -1.363  0.525  -0.852  0.407  -0.754
 2.25  -1.460  0.691  -0.481  -0.185  0.274
 2.20  -1.515  0.708  0.926  0.407  -0.030
 2.15  -1.600  0.830  0.630  0.333  -0.123
 2.10  -1.657  0.868  0.926  0.852  -0.063
 2.05  -1.717  0.900  0.704  0.630  -0.187
 2.00  -1.745  0.911  1.000  1.000  0.000
 1.95  -1.785  0.929  1.000  1.000  0.000
 1.90  -1.809  0.938  1.000  1.000  0.000
 1.85  -1.837  0.948  0.926  0.704  -0.052
 1.80  -1.865  0.959  0.926  0.926  -0.069
 1.75  -1.884  0.965  0.852  0.852  -0.126
 1.70  -1.898  0.970  1.000  1.000  0.000
 1.65  -1.912  0.974  1.000  1.000  0.000
 1.60  -1.928  0.980  1.000  1.000  0.000
 1.55  -1.940  0.983  1.000  1.000  0.000
 1.50  -1.951  0.986  1.000  1.000  0.000
 1.45  -1.961  0.989  0.926  0.926  -0.069
 1.40  -1.969  0.992  1.000  1.000  0.000
 1.35  -1.974  0.993  1.000  1.000  0.000
 1.30  -1.981  0.995  1.000  1.000  0.000
 1.25  -1.984  0.996  0.926  0.926  -0.069
 1.20  -1.988  0.997  1.000  1.000  0.000
 1.15  -1.991  0.998  0.926  0.926  -0.069
 1.10  -1.994  0.998  1.000  1.000  0.000
 1.05  -1.995  0.999  1.000  1.000  0.000
 1.00  -1.997  0.999  1.000  1.000  0.000
 0.95  -1.998  1.000  1.000  1.000  0.000
 0.90  -1.999  1.000  1.000  1.000  0.000
 0.85  -1.999  1.000  1.000  1.000  0.000
 0.80  -2.000  1.000  1.000  1.000  0.000
 0.75  -2.000  1.000  1.000  1.000  0.000
 0.70  -2.000  1.000  1.000  1.000  0.000
 0.65  -2.000  1.000  1.000  1.000  0.000
 0.60  -2.000  1.000  1.000  1.000  0.000
 0.55  -2.000  1.000  1.000  1.000  0.000
 0.50  -2.000  1.000  1.000  1.000  0.000
