# i = 20	j = 4
# T(K)   <E>   |<M>|   Szi   SziSzj  Corr(Szi,Szj)
# ---  ------  -----  -----  ------  -------------
 5.00  -0.427  0.002  -0.037  0.037  -0.038
 4.95  -0.434  0.002  0.630  -0.333  0.123
 4.90  -0.439  0.003  0.037  0.111  -0.107
 4.85  -0.443  0.001  0.185  -0.037  0.030
 4.80  -0.448  0.000  0.185  0.037  -0.030
 4.75  -0.455  0.002  0.333  0.037  -0.025
 4.70  -0.460  0.000  -0.111  0.185  -0.206
 4.65  -0.465  0.001  0.259  -0.185  0.137
 4.60  -0.470  0.002  0.778  0.111  -0.025
 4.55  -0.478  0.000  -0.185  -0.037  0.044
 4.50  -0.482  0.004  0.185  -0.333  0.272
 4.45  -0.491  0.002  0.259  0.037  -0.027
 4.40  -0.499  0.007  0.037  0.037  -0.036
 4.35  -0.502  0.003  -0.037  0.037  -0.038
 4.30  -0.510  0.001  0.556  -0.333  0.148
 4.25  -0.516  0.004  -0.185  0.259  -0.307
 4.20  -0.526  0.003  0.259  0.185  -0.137
 4.15  -0.532  0.000  -0.037  -0.037  0.038
 4.10  -0.541  0.002  -0.037  -0.185  0.192
 4.05  -0.551  0.001  0.037  -0.111  0.107
 4.00  -0.557  0.000  -0.185  0.037  -0.044
 3.95  -0.565  0.003  0.185  -0.111  0.091
 3.90  -0.574  0.006  -0.185  -0.037  0.044
 3.85  -0.585  0.009  0.259  -0.111  0.082
 3.80  -0.595  0.009  -0.333  -0.185  0.247
 3.75  -0.608  0.004  0.185  0.185  -0.151
 3.70  -0.615  0.001  -0.185  -0.481  0.571
 3.65  -0.628  0.009  -0.407  0.037  -0.052
 3.60  -0.640  0.002  -0.111  -0.333  0.370
 3.55  -0.647  0.001  -0.407  -0.111  0.156
 3.50  -0.664  0.001  0.481  0.037  -0.019
 3.45  -0.673  0.000  -0.037  -0.037  0.038
 3.40  -0.688  0.009  -0.111  -0.111  0.123
 3.35  -0.697  0.004  0.037  -0.333  0.321
 3.30  -0.717  0.008  -0.111  0.037  -0.041
 3.25  -0.729  0.006  -0.111  0.111  -0.123
 3.20  -0.743  0.004  0.259  -0.259  0.192
 3.15  -0.761  0.002  -0.185  0.111  -0.132
 3.10  -0.786  0.008  -0.111  -0.037  0.041
 3.05  -0.804  0.018  -0.556  -0.111  0.173
 3.00  -0.816  0.019  0.407  -0.111  0.066
 2.95  -0.842  0.010  -0.185  0.333  -0.395
 2.90  -0.863  0.009  0.407  -0.185  0.110
 2.85  -0.887  0.011  -0.037  -0.037  0.038
 2.80  -0.914  0.026  -0.407  0.185  -0.261
 2.75  -0.935  0.038  0.556  -0.111  0.049
 2.70  -0.967  0.041  0.037  0.185  -0.178
 2.65  -0.992  0.013  0.333  0.111  -0.074
 2.60  -1.023  0.045  0.037  -0.259  0.250
 2.55  -1.057  0.049  0.111  0.111  -0.099
 2.50  -1.109  0.095  -0.778  -0.259  0.461
 2.45  -1.139  0.024  -0.556  -0.259  0.403
 2.40  -1.232  0.339  0.185  0.407  -0.332
 2.35  -1.276  0.011  0.333  0.037  -0.025
 2.30  -1.347  0.550  0.926  0.333  -0.025
 2.25  -1.438  0.644  0.778  0.407  -0.091
 2.20  -1.515  0.686  0.407  0.259  -0.154
 2.15  -1.613  0.838  0.778  0.704  -0.156
 2.10  -1.665  0.872  0.852  0.630  -0.093
 2.05  -1.709  0.895  1.000  0.852  0.000
 2.00  -1.748  0.913  1.000  1.000  0.000
 1.95  -1.779  0.927  1.000  0.852  0.000
 1.90  -1.810  0.939  1.000  0.852  0.000
 1.85  -1.837  0.948  1.000  1.000  0.000
 1.80  -1.860  0.957  0.926  0.852  -0.063
 1.75  -1.878  0.963  1.000  1.000  0.000
 1.70  -1.898  0.970  0.926  0.926  -0.069
 1.65  -1.915  0.976  1.000  0.778  0.000
 1.60  -1.930  0.980  1.000  1.000  0.000
 1.55  -1.942  0.984  1.000  1.000  0.000
 1.50  -1.950  0.986  1.000  1.000  0.000
 1.45  -1.962  0.990  1.000  1.000  0.000
 1.40  -1.969  0.992  1.000  1.000  0.000
 1.35  -1.974  0.993  1.000  1.000  0.000
 1.30  -1.980  0.995  1.000  1.000  0.000
 1.25  -1.985  0.996  1.000  1.000  0.000
 1.20  -1.988  0.997  1.000  1.000  0.000
 1.15  -1.992  0.998  1.000  1.000  0.000
 1.10  -1.994  0.998  1.000  1.000  0.000
 1.05  -1.996  0.999  1.000  1.000  0.000
 1.00  -1.998  0.999  1.000  1.000  0.000
 0.95  -1.998  1.000  1.000  1.000  0.000
 0.90  -1.999  1.000  1.000  1.000  0.000
 0.85  -1.999  1.000  1.000  1.000  0.000
 0.80  -2.000  1.000  1.000  1.000  0.000
 0.75  -2.000  1.000  1.000  1.000  0.000
 0.70  -2.000  1.000  1.000  1.000  0.000
 0.65  -2.000  1.000  1.000  1.000  0.000
 0.60  -2.000  1.000  1.000  1.000  0.000
 0.55  -2.000  1.000  1.000  1.000  0.000
 0.50  -2.000  1.000  1.000  1.000  0.000
