# i = 25	j = 10
# T(K)   <E>   |<M>|   Szi   SziSzj  Corr(Szi,Szj)
# ---  ------  -----  -----  ------  -------------
 5.00  -0.426  0.001  0.407  -0.185  0.110
 4.95  -0.435  0.002  0.185  -0.259  0.211
 4.90  -0.441  0.001  0.037  0.407  -0.392
 4.85  -0.444  0.002  0.407  0.259  -0.154
 4.80  -0.450  0.001  0.333  0.037  -0.025
 4.75  -0.455  0.002  0.259  0.185  -0.137
 4.70  -0.463  0.003  -0.259  0.333  -0.420
 4.65  -0.464  0.002  -0.259  0.185  -0.233
 4.60  -0.472  0.002  -0.333  -0.111  0.148
 4.55  -0.478  0.001  0.111  0.333  -0.296
 4.50  -0.483  0.006  -0.037  -0.333  0.346
 4.45  -0.490  0.000  -0.407  -0.259  0.365
 4.40  -0.497  0.001  -0.333  -0.111  0.148
 4.35  -0.502  0.003  0.259  -0.037  0.027
 4.30  -0.510  0.006  0.111  -0.037  0.033
 4.25  -0.518  0.001  -0.259  0.111  -0.140
 4.20  -0.524  0.002  0.037  0.185  -0.178
 4.15  -0.529  0.004  0.185  0.037  -0.030
 4.10  -0.542  0.002  0.185  -0.185  0.151
 4.05  -0.553  0.006  0.259  -0.407  0.302
 4.00  -0.557  0.007  -0.259  0.037  -0.047
 3.95  -0.563  0.007  -0.259  -0.111  0.140
 3.90  -0.574  0.002  -0.185  -0.111  0.132
 3.85  -0.584  0.004  0.037  -0.111  0.107
 3.80  -0.591  0.002  0.185  0.185  -0.151
 3.75  -0.601  0.009  -0.259  -0.185  0.233
 3.70  -0.608  0.002  0.481  -0.111  0.058
 3.65  -0.625  0.007  -0.111  -0.037  0.041
 3.60  -0.631  0.016  0.037  0.111  -0.107
 3.55  -0.649  0.007  0.111  0.111  -0.099
 3.50  -0.663  0.004  -0.185  -0.111  0.132
 3.45  -0.674  0.017  0.778  -0.111  0.025
 3.40  -0.686  0.005  0.111  0.185  -0.165
 3.35  -0.703  0.014  -0.111  0.111  -0.123
 3.30  -0.713  0.010  -0.259  -0.111  0.140
 3.25  -0.727  0.009  0.259  0.407  -0.302
 3.20  -0.748  0.025  0.111  -0.037  0.033
 3.15  -0.761  0.004  0.111  -0.407  0.362
 3.10  -0.784  0.003  0.630  -0.259  0.096
 3.05  -0.797  0.006  -0.185  0.111  -0.132
 3.00  -0.820  0.006  0.037  0.037  -0.036
 2.95  -0.844  0.024  -0.111  0.111  -0.123
 2.90  -0.852  0.000  0.111  -0.259  0.230
 2.85  -0.879  0.011  0.333  -0.037  0.025
 2.80  -0.904  0.042  0.037  0.407  -0.392
 2.75  -0.935  0.001  0.111  0.333  -0.296
 2.70  -0.971  0.007  0.111  -0.481  0.428
 2.65  -1.002  0.017  -0.185  0.333  -0.395
 2.60  -1.022  0.032  -0.333  0.111  -0.148
 2.55  -1.069  0.100  0.333  0.333  -0.222
 2.50  -1.106  0.049  -0.407  0.037  -0.052
 2.45  -1.156  0.058  -0.704  0.407  -0.694
 2.40  -1.206  0.261  -0.556  0.185  -0.288
 2.35  -1.304  0.440  -0.852  0.778  -1.440
 2.30  -1.420  0.687  -0.556  0.037  -0.058
 2.25  -1.478  0.742  1.000  0.852  0.000
 2.20  -1.558  0.806  0.926  0.778  -0.058
 2.15  -1.595  0.816  0.926  0.259  -0.019
 2.10  -1.676  0.878  0.481  0.259  -0.134
 2.05  -1.704  0.892  0.778  0.778  -0.173
 2.00  -1.749  0.914  0.778  0.778  -0.173
 1.95  -1.782  0.928  0.926  0.926  -0.069
 1.90  -1.811  0.939  1.000  0.778  0.000
 1.85  -1.836  0.948  0.852  0.852  -0.126
 1.80  -1.857  0.956  0.926  0.926  -0.069
 1.75  -1.880  0.964  1.000  1.000  0.000
 1.70  -1.899  0.970  1.000  1.000  0.000
 1.65  -1.914  0.975  1.000  0.926  0.000
 1.60  -1.930  0.980  1.000  1.000  0.000
 1.55  -1.940  0.983  1.000  1.000  0.000
 1.50  -1.952  0.987  1.000  1.000  0.000
 1.45  -1.960  0.989  1.000  1.000  0.000
 1.40  -1.968  0.991  1.000  1.000  0.000
 1.35  -1.974  0.993  1.000  1.000  0.000
 1.30  -1.979  0.994  1.000  1.000  0.000
 1.25  -1.985  0.996  1.000  1.000  0.000
 1.20  -1.989  0.997  1.000  1.000  0.000
 1.15  -1.991  0.998  1.000  1.000  0.000
 1.10  -1.994  0.999  1.000  1.000  0.000
 1.05  -1.996  0.999  1.000  1.000  0.000
 1.00  -1.997  0.999  1.000  1.000  0.000
 0.95  -1.998  1.000  1.000  1.000  0.000
 0.90  -1.999  1.000  1.000  1.000  0.000
 0.85  -1.999  1.000  1.000  1.000  0.000
 0.80  -2.000  1.000  1.000  1.000  0.000
 0.75  -2.000  1.000  1.000  1.000  0.000
 0.70  -2.000  1.000  1.000  1.000  0.000
 0.65  -2.000  1.000  1.000  1.000  0.000
 0.60  -2.000  1.000  1.000  1.000  0.000
 0.55  -2.000  1.000  1.000  1.000  0.000
 0.50  -2.000  1.000  1.000  1.000  0.000
