# i = 0	j = 1
# T(K)   <E>   |<M>|   Szi   SziSzj  Corr(Szi,Szj)
# ---  ------  -----  -----  ------  -------------
 5.00  6  -0.427  0.002  -0.407  0.185  0.170  0.417
 4.95  6  -0.433  0.005  0.111  0.259  0.263  -5.232
 4.90  6  -0.441  0.005  0.111  0.259  0.313  -16.647
 4.85  6  -0.445  0.004  0.037  -0.037  -0.027  0.583
 4.80  6  -0.449  0.001  0.111  0.037  0.033  12.481
 4.75  6  -0.452  0.002  -0.185  -0.037  -0.016  0.766
 4.70  6  -0.460  0.007  -0.407  0.111  0.066  -4.899
 4.65  6  -0.465  0.003  -0.259  -0.407  -0.340  -10.674
 4.60  6  -0.470  0.003  0.037  -0.111  -0.115  6.721
 4.55  6  -0.479  0.005  -0.111  0.111  0.132  -4.859
 4.50  6  -0.482  0.000  -0.185  0.037  0.044  -4.781
 4.45  6  -0.489  0.010  -0.185  -0.185  -0.137  -16.468
 4.40  6  -0.494  0.002  -0.037  0.037  0.044  1.135
 4.35  6  -0.502  0.008  0.185  -0.037  0.011  1.128
 4.30  6  -0.510  0.008  -0.407  -0.333  -0.137  1.345
 4.25  6  -0.517  0.004  0.037  0.037  0.044  7.373
 4.20  6  -0.527  0.001  -0.111  -0.037  -0.033  -10.721
 4.15  6  -0.534  0.006  0.630  -0.407  -0.198  -10.679
 4.10  6  -0.541  0.001  0.185  0.037  0.071  1.688
 4.05  6  -0.550  0.004  0.111  -0.185  -0.165  1.986
 4.00  6  -0.555  0.006  0.037  0.333  0.340  -10.446
 3.95  6  -0.567  0.011  -0.185  -0.333  -0.285  1.910
 3.90  6  -0.575  0.000  -0.333  -0.037  -0.099  1.967
 3.85  6  -0.583  0.001  -0.185  0.111  0.022  -10.690
 3.80  6  -0.597  0.002  -0.185  0.111  0.159  -3.749
 3.75  6  -0.604  0.006  -0.111  -0.111  -0.132  -10.283
 3.70  6  -0.617  0.000  -0.037  0.185  0.181  -3.836
 3.65  6  -0.626  0.004  0.556  0.556  0.412  -10.271
 3.60  6  -0.638  0.007  -0.259  0.259  0.192  -3.947
 3.55  6  -0.644  0.003  0.111  0.037  0.016  2.578
 3.50  6  -0.658  0.004  -0.185  -0.111  -0.104  -3.529
 3.45  6  -0.673  0.010  0.556  -0.407  -0.346  -10.057
 3.40  6  -0.687  0.000  0.111  -0.037  -0.016  -9.751
 3.35  6  -0.698  0.002  -0.185  0.111  0.214  -16.425
 3.30  6  -0.714  0.006  -0.037  -0.407  -0.412  -3.262
 3.25  6  -0.731  0.001  -0.259  0.407  0.379  -16.679
 3.20  6  -0.748  0.001  0.259  -0.185  -0.137  -3.089
 3.15  6  -0.762  0.002  -0.185  0.037  -0.066  -16.887
 3.10  6  -0.782  0.003  0.259  0.481  0.318  -9.759
 3.05  6  -0.797  0.023  -0.185  -0.185  -0.219  -9.167
