# i = 25	j = 24
# T(K)   <E>   |<M>|   Szi   SziSzj  Corr(Szi,Szj)
# ---  ------  -----  -----  ------  -------------
 5.00  -0.428  0.001  -0.259  0.259  -0.326
 4.95  -0.434  0.001  0.037  0.333  -0.321
 4.90  -0.437  0.001  -0.259  0.333  -0.420
 4.85  -0.442  0.004  -0.111  0.333  -0.370
 4.80  -0.454  0.002  0.037  0.185  -0.178
 4.75  -0.456  0.003  -0.185  -0.037  0.044
 4.70  -0.460  0.003  -0.333  0.037  -0.049
 4.65  -0.463  0.000  -0.111  0.407  -0.453
 4.60  -0.474  0.005  0.111  0.037  -0.033
 4.55  -0.478  0.005  0.037  0.333  -0.321
 4.50  -0.483  0.001  0.037  0.259  -0.250
 4.45  -0.489  0.003  0.185  0.185  -0.151
 4.40  -0.500  0.005  -0.037  -0.111  0.115
 4.35  -0.506  0.002  -0.111  0.481  -0.535
 4.30  -0.512  0.009  0.407  0.259  -0.154
 4.25  -0.519  0.005  0.259  0.259  -0.192
 4.20  -0.527  0.002  0.185  0.333  -0.272
 4.15  -0.535  0.001  -0.111  0.185  -0.206
 4.10  -0.540  0.001  -0.259  0.185  -0.233
 4.05  -0.550  0.008  0.333  0.630  -0.420
 4.00  -0.557  0.008  0.185  0.111  -0.091
 3.95  -0.566  0.001  0.111  0.111  -0.099
 3.90  -0.576  0.003  -0.037  -0.037  0.038
 3.85  -0.589  0.002  0.259  0.333  -0.247
 3.80  -0.592  0.002  -0.259  0.185  -0.233
 3.75  -0.604  0.003  0.407  0.333  -0.198
 3.70  -0.612  0.003  -0.259  0.333  -0.420
 3.65  -0.626  0.000  0.259  0.556  -0.412
 3.60  -0.635  0.004  0.111  0.111  -0.099
 3.55  -0.648  0.000  -0.037  0.185  -0.192
 3.50  -0.656  0.000  0.037  0.333  -0.321
 3.45  -0.675  0.004  0.037  0.111  -0.107
 3.40  -0.686  0.003  0.333  0.037  -0.025
 3.35  -0.697  0.006  -0.185  0.185  -0.219
 3.30  -0.717  0.008  -0.111  0.333  -0.370
 3.25  -0.728  0.007  0.333  0.481  -0.321
 3.20  -0.749  0.002  0.481  0.259  -0.134
 3.15  -0.761  0.029  -0.259  0.333  -0.420
 3.10  -0.780  0.003  -0.259  0.185  -0.233
 3.05  -0.799  0.022  -0.185  0.037  -0.044
 3.00  -0.819  0.000  -0.333  0.407  -0.543
 2.95  -0.843  0.004  0.185  0.481  -0.392
 2.90  -0.863  0.030  -0.111  0.259  -0.288
 2.85  -0.888  0.031  -0.556  0.481  -0.749
 2.80  -0.910  0.028  -0.333  0.704  -0.938
 2.75  -0.940  0.045  0.111  0.111  -0.099
 2.70  -0.968  0.014  -0.333  0.259  -0.346
 2.65  -0.998  0.015  0.111  0.630  -0.560
 2.60  -1.033  0.074  -0.259  0.407  -0.513
 2.55  -1.066  0.032  -0.333  0.704  -0.938
 2.50  -1.097  0.033  0.259  0.630  -0.466
 2.45  -1.133  0.084  0.259  0.111  -0.082
 2.40  -1.192  0.040  0.185  0.481  -0.392
 2.35  -1.261  0.136  -0.630  0.407  -0.664
 2.30  -1.330  0.091  -0.481  0.185  -0.274
 2.25  -1.440  0.662  -0.778  0.704  -1.251
 2.20  -1.543  0.795  0.852  0.778  -0.115
 2.15  -1.630  0.856  0.704  0.852  -0.252
 2.10  -1.662  0.870  1.000  0.481  0.000
 2.05  -1.706  0.891  1.000  0.852  0.000
 2.00  -1.751  0.915  1.000  1.000  0.000
 1.95  -1.779  0.925  0.852  0.852  -0.126
 1.90  -1.813  0.939  1.000  1.000  0.000
 1.85  -1.832  0.947  0.926  0.778  -0.058
 1.80  -1.860  0.957  0.852  0.852  -0.126
 1.75  -1.878  0.964  1.000  1.000  0.000
 1.70  -1.899  0.970  0.926  0.852  -0.063
 1.65  -1.911  0.974  1.000  1.000  0.000
 1.60  -1.927  0.979  0.926  0.926  -0.069
 1.55  -1.940  0.983  0.926  0.926  -0.069
 1.50  -1.950  0.986  1.000  1.000  0.000
 1.45  -1.958  0.989  1.000  1.000  0.000
 1.40  -1.966  0.991  1.000  1.000  0.000
 1.35  -1.974  0.993  1.000  1.000  0.000
 1.30  -1.981  0.995  1.000  1.000  0.000
 1.25  -1.985  0.996  1.000  1.000  0.000
 1.20  -1.989  0.997  1.000  1.000  0.000
 1.15  -1.992  0.998  1.000  1.000  0.000
 1.10  -1.994  0.998  1.000  1.000  0.000
 1.05  -1.996  0.999  1.000  1.000  0.000
 1.00  -1.997  0.999  1.000  1.000  0.000
 0.95  -1.998  1.000  1.000  1.000  0.000
 0.90  -1.999  1.000  1.000  1.000  0.000
 0.85  -1.999  1.000  1.000  1.000  0.000
 0.80  -2.000  1.000  1.000  1.000  0.000
 0.75  -2.000  1.000  1.000  1.000  0.000
 0.70  -2.000  1.000  1.000  1.000  0.000
 0.65  -2.000  1.000  1.000  1.000  0.000
 0.60  -2.000  1.000  1.000  1.000  0.000
 0.55  -2.000  1.000  1.000  1.000  0.000
 0.50  -2.000  1.000  1.000  1.000  0.000
