# i = 25	j = 11
# T(K)   <E>   |<M>|   Szi   SziSzj  Corr(Szi,Szj)
# ---  ------  -----  -----  ------  -------------
 5.00  -0.428  0.000  0.185  0.111  -0.091
 4.95  -0.431  0.001  0.185  -0.259  0.211
 4.90  -0.436  0.003  -0.037  0.185  -0.192
 4.85  -0.442  0.000  -0.037  -0.333  0.346
 4.80  -0.448  0.003  -0.037  0.185  -0.192
 4.75  -0.453  0.000  0.037  -0.037  0.036
 4.70  -0.463  0.003  -0.037  0.111  -0.115
 4.65  -0.466  0.003  0.111  0.185  -0.165
 4.60  -0.472  0.001  0.185  -0.259  0.211
 4.55  -0.477  0.001  0.333  -0.185  0.123
 4.50  -0.485  0.007  -0.111  0.111  -0.123
 4.45  -0.490  0.002  0.481  0.259  -0.134
 4.40  -0.493  0.004  -0.407  0.037  -0.052
 4.35  -0.504  0.002  -0.111  0.037  -0.041
 4.30  -0.510  0.006  0.037  -0.111  0.107
 4.25  -0.518  0.007  -0.259  -0.037  0.047
 4.20  -0.528  0.000  0.259  0.111  -0.082
 4.15  -0.533  0.001  -0.037  -0.037  0.038
 4.10  -0.544  0.002  -0.407  0.407  -0.573
 4.05  -0.550  0.003  -0.111  0.333  -0.370
 4.00  -0.559  0.003  0.333  0.111  -0.074
 3.95  -0.563  0.007  0.185  0.259  -0.211
 3.90  -0.574  0.003  -0.037  -0.111  0.115
 3.85  -0.582  0.003  -0.259  0.111  -0.140
 3.80  -0.593  0.002  0.037  -0.333  0.321
 3.75  -0.609  0.006  -0.111  -0.037  0.041
 3.70  -0.617  0.003  0.185  -0.111  0.091
 3.65  -0.625  0.002  0.037  -0.333  0.321
 3.60  -0.632  0.011  0.185  -0.333  0.272
 3.55  -0.649  0.003  -0.333  -0.185  0.247
 3.50  -0.658  0.015  -0.037  0.111  -0.115
 3.45  -0.670  0.006  0.407  0.037  -0.022
 3.40  -0.690  0.004  -0.259  0.037  -0.047
 3.35  -0.695  0.001  -0.111  0.259  -0.288
 3.30  -0.714  0.004  0.630  -0.037  0.014
 3.25  -0.731  0.020  -0.111  0.333  -0.370
 3.20  -0.746  0.000  0.185  -0.407  0.332
 3.15  -0.762  0.015  0.037  -0.037  0.036
 3.10  -0.778  0.016  0.259  -0.185  0.137
 3.05  -0.802  0.000  0.556  -0.037  0.016
 3.00  -0.817  0.004  0.185  -0.111  0.091
 2.95  -0.834  0.009  0.111  0.037  -0.033
 2.90  -0.853  0.013  0.481  0.111  -0.058
 2.85  -0.882  0.027  -0.111  -0.185  0.206
 2.80  -0.916  0.065  -0.556  0.259  -0.403
 2.75  -0.939  0.034  -0.037  -0.037  0.038
 2.70  -0.970  0.053  -0.926  0.185  -0.357
 2.65  -1.000  0.042  -0.481  0.407  -0.604
 2.60  -1.019  0.043  0.259  -0.037  0.027
 2.55  -1.070  0.030  -0.185  0.111  -0.132
 2.50  -1.094  0.034  -0.407  -0.185  0.261
 2.45  -1.157  0.150  -0.778  0.111  -0.198
 2.40  -1.228  0.372  0.778  0.407  -0.091
 2.35  -1.307  0.049  0.778  0.407  -0.091
 2.30  -1.367  0.332  -0.556  0.037  -0.058
 2.25  -1.438  0.563  0.926  0.778  -0.058
 2.20  -1.536  0.775  0.926  0.111  -0.008
 2.15  -1.617  0.842  0.852  0.778  -0.115
 2.10  -1.657  0.862  0.852  0.407  -0.060
 2.05  -1.716  0.899  0.926  0.778  -0.058
 2.00  -1.748  0.913  1.000  0.926  0.000
 1.95  -1.780  0.925  0.926  0.852  -0.063
 1.90  -1.809  0.938  1.000  1.000  0.000
 1.85  -1.835  0.948  0.926  0.926  -0.069
 1.80  -1.858  0.957  1.000  0.778  0.000
 1.75  -1.878  0.964  0.852  0.852  -0.126
 1.70  -1.899  0.970  1.000  1.000  0.000
 1.65  -1.913  0.975  0.926  0.926  -0.069
 1.60  -1.929  0.980  1.000  1.000  0.000
 1.55  -1.940  0.983  1.000  1.000  0.000
 1.50  -1.952  0.987  1.000  1.000  0.000
 1.45  -1.960  0.989  1.000  0.926  0.000
 1.40  -1.969  0.992  1.000  1.000  0.000
 1.35  -1.975  0.993  1.000  1.000  0.000
 1.30  -1.980  0.995  1.000  1.000  0.000
 1.25  -1.985  0.996  1.000  1.000  0.000
 1.20  -1.989  0.997  1.000  1.000  0.000
 1.15  -1.992  0.998  1.000  1.000  0.000
 1.10  -1.994  0.998  1.000  1.000  0.000
 1.05  -1.996  0.999  1.000  1.000  0.000
 1.00  -1.997  0.999  1.000  1.000  0.000
 0.95  -1.998  1.000  1.000  1.000  0.000
 0.90  -1.999  1.000  1.000  1.000  0.000
 0.85  -1.999  1.000  1.000  1.000  0.000
 0.80  -2.000  1.000  1.000  1.000  0.000
 0.75  -2.000  1.000  1.000  1.000  0.000
 0.70  -2.000  1.000  1.000  1.000  0.000
 0.65  -2.000  1.000  1.000  1.000  0.000
 0.60  -2.000  1.000  1.000  1.000  0.000
 0.55  -2.000  1.000  1.000  1.000  0.000
 0.50  -2.000  1.000  1.000  1.000  0.000
