# i = 19	j = 20
# T(K)   <E>   |<M>|   Szi   SziSzj  Corr(Szi,Szj)
# ---  ------  -----  -----  ------  -------------
 3.36  -0.699  0.003  -0.001  0.016  0.345  0.004  -0.010  0.030  0.141
 3.35  -0.698  0.008  -0.009  0.014  0.352  0.002  -0.109  -0.171  0.279
 3.34  -0.703  0.004  0.001  0.009  0.348  0.003  0.010  0.129  0.109
 3.33  -0.704  0.004  -0.002  0.015  0.353  0.003  -0.030  -0.111  0.168
 3.32  -0.707  0.004  0.001  0.016  0.351  0.003  0.010  0.050  0.115
 3.31  -0.711  0.002  -0.016  0.006  0.367  0.003  -0.195  -0.073  0.411
 3.30  -0.714  0.001  -0.001  0.014  0.356  0.002  -0.010  0.092  0.144
 3.29  -0.718  0.003  -0.011  -0.001  0.359  0.003  -0.134  -0.051  0.322
 3.28  -0.722  0.006  -0.002  0.012  0.364  0.004  -0.030  0.052  0.176
 3.27  -0.726  0.004  0.001  0.014  0.363  0.003  0.011  -0.135  0.124
 3.26  -0.727  0.000  0.006  -0.001  0.362  0.003  0.073  -0.134  0.032
 3.25  -0.729  0.006  -0.006  0.009  0.369  0.003  -0.073  -0.074  0.241
 3.24  -0.733  0.002  -0.011  0.012  0.362  0.004  -0.135  -0.052  0.327
 3.23  -0.735  0.009  -0.006  0.019  0.377  0.004  -0.074  0.054  0.248
 3.22  -0.736  0.004  -0.001  0.011  0.362  0.004  -0.010  -0.031  0.151
 3.21  -0.743  0.005  0.007  0.004  0.369  0.004  0.096  -0.053  0.006
 3.20  -0.744  0.002  0.001  0.011  0.375  0.004  0.011  0.075  0.130
 3.19  -0.746  0.001  -0.011  0.009  0.372  0.003  -0.139  -0.011  0.339
 3.18  -0.753  0.009  -0.001  0.016  0.381  0.003  -0.011  0.076  0.163
 3.17  -0.756  0.001  -0.006  0.012  0.371  0.004  -0.075  0.053  0.250
 3.16  -0.756  0.002  0.006  0.014  0.381  0.003  0.076  0.054  0.040
 3.15  -0.759  0.003  -0.002  0.006  0.378  0.004  -0.032  -0.032  0.192
 3.14  -0.765  0.008  0.007  0.007  0.382  0.003  0.098  0.076  0.010
 3.13  -0.772  0.010  0.002  0.012  0.393  0.004  0.033  0.034  0.110
 3.12  -0.771  0.008  0.004  0.014  0.386  0.004  0.055  0.033  0.076
 3.11  -0.774  0.008  0.007  0.003  0.386  0.003  0.100  -0.165  0.012
 3.10  -0.778  0.003  0.001  -0.001  0.383  0.004  0.011  -0.033  0.137
 3.09  -0.782  0.001  0.002  0.014  0.397  0.003  0.034  -0.125  0.113
 3.08  -0.786  0.007  -0.006  0.015  0.392  0.003  -0.078  -0.123  0.265
 3.07  -0.791  0.009  0.011  0.014  0.395  0.003  0.147  0.034  -0.048
 3.06  -0.795  0.016  0.009  0.015  0.395  0.004  0.124  0.034  -0.016
 3.05  -0.796  0.004  0.006  0.015  0.403  0.003  0.079  0.173  0.050
 3.04  -0.801  0.004  -0.017  0.017  0.400  0.005  -0.243  -0.171  0.511
 3.03  -0.806  0.005  0.004  0.012  0.405  0.003  0.058  -0.081  0.085
 3.02  -0.810  0.007  -0.011  0.009  0.393  0.004  -0.149  -0.146  0.371
 3.01  -0.815  0.005  0.002  0.014  0.412  0.003  0.035  0.012  0.121
 3.00  -0.816  0.019  -0.001  0.009  0.403  0.004  -0.012  0.035  0.186
 2.99  -0.821  0.014  0.012  0.024  0.410  0.003  0.179  0.152  -0.079
 2.98  -0.824  0.005  -0.004  0.017  0.413  0.004  -0.059  0.012  0.260
 2.97  -0.836  0.003  -0.012  0.010  0.419  0.003  -0.183  -0.156  0.440
 2.96  -0.829  0.012  -0.007  0.015  0.413  0.003  -0.105  -0.059  0.322
 2.95  -0.840  0.006  -0.001  0.012  0.422  0.004  -0.012  -0.060  0.197
 2.94  -0.843  0.017  0.001  0.014  0.419  0.004  0.012  -0.060  0.161
 2.93  -0.844  0.012  0.002  0.019  0.413  0.004  0.036  -0.106  0.126
 2.92  -0.849  0.017  0.006  0.017  0.430  0.004  0.085  0.111  0.066
 2.91  -0.856  0.011  -0.006  0.014  0.431  0.004  -0.085  -0.209  0.307
 2.90  -0.867  0.004  0.002  0.006  0.437  0.004  0.037  -0.012  0.141
 2.89  -0.861  0.003  0.004  0.016  0.422  0.003  0.062  0.012  0.098
 2.88  -0.872  0.018  -0.009  0.015  0.436  0.004  -0.138  -0.237  0.391
 2.87  -0.868  0.008  0.007  0.012  0.437  0.005  0.111  0.012  0.036
 2.86  -0.879  0.000  -0.014  0.019  0.442  0.004  -0.213  -0.164  0.499
 2.85  -0.883  0.008  0.004  0.017  0.441  0.004  0.063  0.038  0.109
 2.84  -0.886  0.012  -0.004  0.012  0.445  0.003  -0.064  -0.165  0.292
 2.83  -0.890  0.008  -0.002  0.019  0.446  0.004  -0.039  -0.038  0.261
 2.82  -0.900  0.018  0.002  0.011  0.445  0.005  0.039  0.013  0.151
 2.81  -0.908  0.008  0.007  0.007  0.451  0.004  0.115  0.142  0.044
 2.80  -0.905  0.006  0.001  0.009  0.455  0.005  0.013  -0.039  0.193
 2.79  -0.913  0.032  0.006  0.009  0.466  0.005  0.092  0.040  0.089
 2.78  -0.919  0.016  0.001  0.009  0.460  0.005  0.013  -0.039  0.200
 2.77  -0.927  0.027  0.009  0.014  0.473  0.004  0.147  0.176  0.017
 2.76  -0.930  0.037  -0.006  0.014  0.466  0.004  -0.095  0.040  0.360
 2.75  -0.939  0.027  -0.001  0.012  0.477  0.005  -0.014  -0.068  0.253
 2.74  -0.936  0.020  -0.012  0.019  0.457  0.005  -0.195  -0.144  0.489
 2.73  -0.951  0.037  0.002  0.017  0.478  0.005  0.041  0.178  0.176
 2.72  -0.955  0.011  -0.016  0.020  0.478  0.005  -0.261  -0.287  0.605
 2.71  -0.957  0.014  0.016  0.014  0.480  0.005  0.263  0.343  -0.134
 2.70  -0.963  0.012  0.007  0.017  0.482  0.005  0.125  0.041  0.063
 2.69  -0.970  0.002  -0.014  0.022  0.488  0.007  -0.236  -0.293  0.579
 2.68  -0.980  0.019  0.002  0.014  0.482  0.004  0.042  0.014  0.182
 2.67  -0.979  0.012  0.007  0.012  0.491  0.005  0.124  0.294  0.066
 2.66  -0.994  0.012  0.019  0.015  0.498  0.005  0.328  0.214  -0.211
 2.65  -0.993  0.031  -0.007  0.017  0.493  0.006  -0.127  0.014  0.428
 2.64  -1.006  0.055  0.006  0.022  0.505  0.005  0.101  0.043  0.117
 2.63  -1.010  0.077  0.006  0.014  0.513  0.005  0.102  0.132  0.122
 2.62  -1.012  0.001  0.006  0.019  0.502  0.006  0.099  0.100  0.115
 2.61  -1.019  0.036  0.012  0.020  0.520  0.006  0.225  0.134  -0.039
 2.60  -1.027  0.019  -0.017  0.015  0.517  0.006  -0.309  -0.251  0.708
 2.59  -1.034  0.016  0.004  0.009  0.515  0.005  0.074  -0.103  0.167
 2.58  -1.035  0.021  -0.011  0.014  0.521  0.005  -0.195  -0.104  0.554
 2.57  -1.048  0.001  -0.009  0.017  0.520  0.006  -0.161  -0.074  0.499
 2.56  -1.056  0.030  -0.001  0.014  0.521  0.006  -0.015  -0.104  0.301
 2.55  -1.062  0.001  0.001  0.012  0.539  0.006  0.015  0.200  0.274
 2.54  -1.074  0.004  -0.012  0.010  0.538  0.006  -0.235  -0.261  0.632
 2.53  -1.086  0.042  0.007  0.014  0.549  0.007  0.142  0.361  0.109
 2.52  -1.087  0.016  -0.001  0.019  0.537  0.006  -0.015  0.046  0.319
 2.51  -1.090  0.027  -0.002  0.016  0.539  0.006  -0.046  0.015  0.357
 2.50  -1.114  0.103  -0.014  0.019  0.549  0.006  -0.265  -0.329  0.681
 2.49  -1.122  0.097  -0.009  0.014  0.574  0.007  -0.182  -0.082  0.597
 2.48  -1.131  0.042  -0.011  0.009  0.562  0.006  -0.206  -0.016  0.608
 2.47  -1.122  0.055  -0.006  0.007  0.563  0.006  -0.115  -0.080  0.491
 2.46  -1.151  0.071  -0.019  0.018  0.579  0.007  -0.388  -0.513  0.899
 2.45  -1.156  0.201  0.007  0.019  0.565  0.007  0.147  0.081  0.122
 2.44  -1.171  0.004  -0.009  0.015  0.574  0.007  -0.180  -0.246  0.591
 2.43  -1.174  0.070  -0.002  0.025  0.586  0.006  -0.051  -0.050  0.425
 2.42  -1.186  0.217  -0.006  0.020  0.574  0.007  -0.114  -0.148  0.495
 2.41  -1.214  0.303  -0.007  0.024  0.621  0.008  -0.159  -0.266  0.616
 2.40  -1.198  0.193  0.017  0.019  0.594  0.007  0.357  0.221  -0.145
 2.39  -1.237  0.157  0.002  0.004  0.616  0.007  0.054  0.510  0.319
 2.38  -1.257  0.256  0.020  0.015  0.628  0.008  0.451  0.305  -0.233
 2.37  -1.253  0.271  0.012  0.015  0.627  0.008  0.269  0.269  0.021
 2.36  -1.250  0.171  0.017  0.019  0.623  0.007  0.381  0.160  -0.136
 2.35  -1.273  0.121  0.004  0.019  0.627  0.008  0.091  0.233  0.279
 2.34  -1.280  0.354  0.017  0.013  0.626  0.008  0.374  0.554  -0.130
 2.33  -1.338  0.146  0.004  0.024  0.669  0.007  0.097  0.057  0.325
 2.32  -1.322  0.375  -0.006  0.020  0.666  0.007  -0.131  -0.095  0.629
 2.31  -1.314  0.190  0.025  0.020  0.661  0.008  0.581  0.547  -0.381
 2.30  -1.375  0.451  -0.019  0.011  0.694  0.009  -0.455  -0.099  1.133
 2.29  -1.389  0.592  0.029  0.026  0.688  0.008  0.684  0.649  -0.489
 2.28  -1.454  0.715  -0.001  0.014  0.727  0.006  -0.021  0.021  0.566
 2.27  -1.440  0.675  -0.027  0.018  0.727  0.006  -0.682  -0.436  1.497
 2.26  -1.452  0.694  -0.027  0.026  0.711  0.008  -0.679  -0.711  1.480
 2.25  -1.418  0.096  -0.027  0.023  0.729  0.008  -0.690  -0.646  1.517
 2.24  -1.465  0.698  0.022  0.021  0.739  0.007  0.570  0.654  -0.253
 2.23  -1.512  0.768  0.016  0.020  0.758  0.006  0.412  0.541  -0.001
 2.22  -1.525  0.775  0.025  0.020  0.771  0.006  0.683  0.639  -0.366
 2.21  -1.547  0.794  0.029  0.028  0.770  0.007  0.769  0.770  -0.488
 2.20  -1.513  0.710  0.025  0.021  0.778  0.005  0.681  0.600  -0.360
 2.19  -1.554  0.798  0.024  0.020  0.769  0.006  0.643  0.681  -0.307
 2.18  -1.580  0.811  0.025  0.026  0.794  0.005  0.701  0.749  -0.357
 2.17  -1.545  0.694  0.027  0.025  0.754  0.007  0.717  0.711  -0.434
 2.16  -1.603  0.836  0.027  0.026  0.802  0.006  0.760  0.710  -0.423
 2.15  -1.620  0.850  0.025  0.023  0.816  0.004  0.721  0.769  -0.351
 2.14  -1.618  0.835  0.022  0.023  0.807  0.005  0.620  0.576  -0.224
 2.13  -1.627  0.845  0.027  0.026  0.821  0.005  0.768  0.727  -0.412
 2.12  -1.642  0.859  0.022  0.020  0.832  0.004  0.643  0.784  -0.212
 2.11  -1.651  0.859  0.024  0.021  0.830  0.004  0.680  0.783  -0.276
 2.10  -1.663  0.869  0.029  0.028  0.835  0.004  0.835  0.835  -0.481
 2.09  -1.668  0.870  0.025  0.023  0.824  0.004  0.736  0.777  -0.352
 2.08  -1.679  0.878  0.025  0.021  0.843  0.004  0.744  0.747  -0.340
 2.07  -1.688  0.885  0.020  0.023  0.841  0.003  0.603  0.649  -0.139
 2.06  -1.699  0.888  0.027  0.023  0.846  0.005  0.794  0.749  -0.406
 2.05  -1.708  0.893  0.027  0.025  0.852  0.003  0.801  0.804  -0.405
 2.04  -1.711  0.893  0.024  0.021  0.850  0.004  0.711  0.705  -0.272
 2.03  -1.723  0.901  0.025  0.025  0.866  0.003  0.767  0.866  -0.333
 2.02  -1.734  0.906  0.025  0.025  0.872  0.002  0.770  0.872  -0.329
 2.01  -1.740  0.910  0.029  0.028  0.867  0.003  0.871  0.867  -0.474
 2.00  -1.745  0.911  0.017  0.012  0.870  0.003  0.523  0.621  0.021
 1.99  -1.747  0.911  0.020  0.026  0.869  0.003  0.621  0.670  -0.119
 1.98  -1.761  0.919  0.029  0.026  0.880  0.002  0.882  0.830  -0.468
 1.97  -1.767  0.919  0.027  0.028  0.878  0.003  0.830  0.827  -0.398
 1.96  -1.774  0.924  0.022  0.021  0.884  0.003  0.684  0.884  -0.181
 1.95  -1.782  0.927  0.024  0.026  0.890  0.002  0.736  0.788  -0.248
 1.94  -1.786  0.929  0.024  0.025  0.890  0.002  0.740  0.839  -0.250
 1.93  -1.791  0.932  0.022  0.020  0.889  0.003  0.689  0.635  -0.178
 1.92  -1.798  0.934  0.022  0.015  0.901  0.001  0.693  0.592  -0.169
 1.91  -1.808  0.938  0.027  0.021  0.910  0.001  0.858  0.754  -0.384
 1.90  -1.806  0.936  0.029  0.026  0.902  0.002  0.902  0.851  -0.460
 1.89  -1.812  0.939  0.025  0.025  0.904  0.002  0.806  0.801  -0.315
 1.88  -1.822  0.943  0.029  0.026  0.908  0.002  0.908  0.856  -0.458
 1.87  -1.821  0.942  0.029  0.026  0.915  0.002  0.907  0.863  -0.451
 1.86  -1.831  0.947  0.029  0.028  0.920  0.001  0.916  0.920  -0.451
