# T(K)  <E>    <|M|>     Szi    C(Sz)    Sxi    C(Sx)   Z1X2    X1Z2    Bell
# ---  ------  -----    -----   -----   -----   -----   -----  ------   -----
 1.90  -0.945   0.938  -0.027   0.019   0.903   0.002  -0.720  -0.722   1.832
 1.89  -0.916   0.941  -0.033   0.030   0.905   0.003  -0.911  -0.845   2.116
 1.88  -0.923   0.945  -0.031   0.030   0.914   0.002  -0.853  -0.914   2.042
 1.87  -0.900   0.944  -0.029   0.026   0.918   0.002  -0.791  -0.857   1.960
 1.86  -0.967   0.947  -0.022   0.013   0.911   0.002  -0.610  -0.668   1.699
 1.85  -0.925   0.948  -0.031   0.026   0.917   0.002  -0.857  -0.795   2.057
 1.84  -0.931   0.951  -0.033   0.032   0.926   0.001  -0.924  -0.926   2.164
 1.83  -0.900   0.951  -0.031   0.030   0.919   0.002  -0.860  -0.919   2.065
 1.82  -0.946   0.955  -0.027   0.024   0.922   0.002  -0.741  -0.860   1.903
 1.81  -0.945   0.956  -0.031   0.024   0.926   0.001  -0.868  -0.617   2.089
 1.80  -0.935   0.957  -0.031   0.030   0.924   0.001  -0.866  -0.924   2.085
 1.79  -0.935   0.959  -0.033   0.030   0.932   0.001  -0.929  -0.870   2.182
 1.78  -0.933   0.959  -0.033   0.032   0.932   0.001  -0.932  -0.932   2.188
 1.77  -0.921   0.961  -0.031   0.030   0.938   0.001  -0.876  -0.938   2.121
 1.76  -0.937   0.962  -0.033   0.030   0.936   0.002  -0.936  -0.873   2.202
 1.75  -0.931   0.965  -0.033   0.032   0.945   0.001  -0.942  -0.945   2.223
 1.74  -0.961   0.965  -0.031   0.030   0.941   0.001  -0.877  -0.941   2.126
 1.73  -0.927   0.966  -0.031   0.030   0.948   0.001  -0.886  -0.948   2.152
 1.72  -0.945   0.968  -0.033   0.032   0.946   0.001  -0.948  -0.946   2.238
 1.71  -0.978   0.969  -0.031   0.032   0.948   0.001  -0.882  -0.885   2.145
 1.70  -0.918   0.971  -0.033   0.032   0.954   0.001  -0.950  -0.954   2.251
 1.69  -0.952   0.972  -0.033   0.028   0.950   0.001  -0.953  -0.823   2.254
 1.68  -0.942   0.973  -0.033   0.032   0.953   0.001  -0.952  -0.953   2.254
 1.67  -0.966   0.973  -0.033   0.030   0.951   0.001  -0.955  -0.887   2.260
 1.66  -0.957   0.974  -0.033   0.032   0.956   0.001  -0.957  -0.956   2.269
 1.65  -0.974   0.975  -0.033   0.032   0.959   0.001  -0.957  -0.959   2.272
 1.64  -0.982   0.976  -0.033   0.032   0.960   0.001  -0.958  -0.960   2.274
 1.63  -0.966   0.978  -0.031   0.030   0.966   0.000  -0.898  -0.966   2.199
 1.62  -0.958   0.978  -0.033   0.032   0.958   0.001  -0.960  -0.958   2.279
 1.61  -0.984   0.979  -0.033   0.032   0.964   0.001  -0.960  -0.964   2.285
 1.60  -0.959   0.979  -0.033   0.030   0.962   0.000  -0.968  -0.898   2.301
 1.59  -0.953   0.980  -0.031   0.030   0.967   0.000  -0.901  -0.967   2.209
 1.58  -0.960   0.981  -0.033   0.032   0.964   0.000  -0.966  -0.964   2.297
 1.57  -0.985   0.982  -0.031   0.030   0.967   0.000  -0.903  -0.838   2.214
 1.56  -0.970   0.983  -0.031   0.028   0.971   0.000  -0.902  -0.906   2.213
 1.55  -0.960   0.984  -0.033   0.032   0.973   0.000  -0.973  -0.973   2.324
 1.54  -0.968   0.984  -0.033   0.032   0.966   0.000  -0.971  -0.966   2.312
 1.53  -0.980   0.985  -0.033   0.032   0.973   0.001  -0.973  -0.973   2.324
 1.52  -0.982   0.985  -0.033   0.030   0.977   0.000  -0.973  -0.912   2.328
 1.51  -0.957   0.986  -0.033   0.032   0.973   0.000  -0.973  -0.973   2.322
 1.50  -0.991   0.986  -0.031   0.028   0.978   0.000  -0.909  -0.912   2.237
 1.49  -0.965   0.987  -0.033   0.032   0.978   0.000  -0.980  -0.978   2.344
 1.48  -0.978   0.988  -0.033   0.032   0.978   0.000  -0.978  -0.978   2.339
 1.47  -0.965   0.988  -0.033   0.032   0.976   0.000  -0.979  -0.976   2.341
 1.46  -0.968   0.989  -0.033   0.032   0.980   0.000  -0.982  -0.980   2.351
 1.45  -0.968   0.989  -0.033   0.032   0.980   0.000  -0.983  -0.980   2.353
 1.44  -0.975   0.989  -0.033   0.032   0.981   0.000  -0.980  -0.981   2.346
 1.43  -0.977   0.990  -0.033   0.032   0.982   0.000  -0.982  -0.982   2.352
 1.42  -0.974   0.991  -0.033   0.032   0.983   0.000  -0.982  -0.983   2.354
 1.41  -0.994   0.991  -0.033   0.032   0.984   0.000  -0.985  -0.984   2.364
 1.40  -0.990   0.991  -0.033   0.032   0.983   0.000  -0.984  -0.983   2.359
 1.39  -0.992   0.992  -0.033   0.032   0.984   0.000  -0.984  -0.984   2.360
 1.38  -0.997   0.992  -0.033   0.032   0.986   0.000  -0.987  -0.986   2.368
 1.37  -0.986   0.993  -0.033   0.032   0.986   0.000  -0.986  -0.986   2.367
 1.36  -0.979   0.993  -0.033   0.032   0.988   0.000  -0.986  -0.988   2.369
 1.35  -0.992   0.993  -0.033   0.032   0.989   0.000  -0.989  -0.989   2.376
 1.34  -0.984   0.993  -0.033   0.032   0.987   0.000  -0.988  -0.987   2.373
 1.33  -0.990   0.994  -0.033   0.032   0.989   0.000  -0.987  -0.989   2.372
 1.32  -0.987   0.994  -0.033   0.032   0.989   0.000  -0.990  -0.989   2.379
 1.31  -0.993   0.994  -0.033   0.032   0.989   0.000  -0.989  -0.989   2.376
 1.30  -0.985   0.995  -0.033   0.032   0.989   0.000  -0.991  -0.989   2.382
 1.29  -0.994   0.995  -0.033   0.032   0.991   0.000  -0.992  -0.991   2.387
 1.28  -0.992   0.996  -0.033   0.032   0.993   0.000  -0.991  -0.993   2.386
 1.27  -0.991   0.995  -0.033   0.032   0.990   0.000  -0.991  -0.990   2.382
 1.26  -0.989   0.996  -0.033   0.032   0.992   0.000  -0.991  -0.992   2.385
 1.25  -0.998   0.996  -0.033   0.032   0.992   0.000  -0.992  -0.992   2.387
 1.24  -0.999   0.996  -0.033   0.032   0.993   0.000  -0.994  -0.993   2.393
 1.23  -0.996   0.997  -0.031   0.030   0.993   0.000  -0.926  -0.993   2.296
 1.22  -0.996   0.997  -0.033   0.032   0.993   0.000  -0.994  -0.993   2.393
 1.21  -0.988   0.997  -0.033   0.032   0.994  -0.000  -0.995  -0.994   2.396
 1.20  -0.997   0.997  -0.033   0.032   0.995   0.000  -0.994  -0.995   2.393
 1.19  -0.989   0.997  -0.033   0.032   0.994  -0.000  -0.995  -0.994   2.396
 1.18  -0.990   0.997  -0.033   0.032   0.994   0.000  -0.995  -0.994   2.395
 1.17  -0.995   0.998  -0.033   0.032   0.995   0.000  -0.995  -0.995   2.397
 1.16  -0.991   0.998  -0.033   0.032   0.996   0.000  -0.996  -0.996   2.400
 1.15  -0.997   0.998  -0.033   0.032   0.996   0.000  -0.997  -0.996   2.403
 1.14  -0.996   0.998  -0.031   0.030   0.996   0.000  -0.929  -0.996   2.305
 1.13  -1.006   0.998  -0.033   0.032   0.997   0.000  -0.996  -0.997   2.402
 1.12  -1.002   0.998  -0.033   0.032   0.997   0.000  -0.997  -0.997   2.404
 1.11  -0.998   0.998  -0.033   0.032   0.998   0.000  -0.997  -0.998   2.404
 1.10  -0.994   0.998  -0.033   0.032   0.997   0.000  -0.996  -0.997   2.401
 1.09  -0.994   0.998  -0.033   0.032   0.997   0.000  -0.997  -0.997   2.403
 1.08  -0.995   0.999  -0.033   0.032   0.998   0.000  -0.997  -0.998   2.405
 1.07  -0.995   0.999  -0.033   0.032   0.997   0.000  -0.997  -0.997   2.404
 1.06  -0.995   0.999  -0.033   0.032   0.997  -0.000  -0.997  -0.997   2.405
 1.05  -0.996   0.999  -0.033   0.032   0.999   0.000  -0.997  -0.999   2.406
 1.04  -0.996   0.999  -0.033   0.032   0.999  -0.000  -0.998  -0.999   2.409
 1.03  -0.997   0.999  -0.033   0.032   0.999   0.000  -0.998  -0.999   2.408
 1.02  -1.001   0.999  -0.033   0.032   0.998   0.000  -0.998  -0.998   2.406
 1.01  -0.997   0.999  -0.033   0.032   0.999   0.000  -0.998  -0.999   2.409
 1.00  -0.997   0.999  -0.033   0.032   0.998  -0.000  -0.999  -0.998   2.410
 0.99  -0.997   0.999  -0.033   0.032   0.999   0.000  -0.999  -0.999   2.411
 0.98  -0.998   0.999  -0.033   0.032   0.999  -0.000  -0.999  -0.999   2.411
 0.97  -0.998   0.999  -0.033   0.032   0.998   0.000  -0.998  -0.998   2.408
 0.96  -0.998   0.999  -0.033   0.032   0.999  -0.000  -0.999  -0.999   2.410
 0.95  -0.998   1.000  -0.033   0.032   0.999  -0.000  -0.999  -0.999   2.411
 0.94  -0.998   1.000  -0.033   0.032   0.999  -0.000  -1.000  -0.999   2.413
 0.93  -0.999   1.000  -0.033   0.032   0.999  -0.000  -1.000  -0.999   2.413
 0.92  -0.999   1.000  -0.033   0.032   0.999  -0.000  -0.999  -0.999   2.411
 0.91  -0.999   1.000  -0.033   0.032   0.999  -0.000  -0.999  -0.999   2.412
 0.90  -0.999   1.000  -0.033   0.032   1.000  -0.000  -1.000  -1.000   2.413
 0.89  -0.999   1.000  -0.033   0.032   0.999   0.000  -1.000  -0.999   2.412
 0.88  -0.999   1.000  -0.033   0.032   0.999  -0.000  -1.000  -0.999   2.413
 0.87  -0.999   1.000  -0.033   0.032   1.000  -0.000  -1.000  -1.000   2.413
 0.86  -0.999   1.000  -0.033   0.032   1.000  -0.000  -0.999  -1.000   2.412
 0.85  -0.999   1.000  -0.033   0.032   0.999   0.000  -1.000  -0.999   2.413
 0.84  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.83  -0.999   1.000  -0.033   0.032   1.000  -0.000  -1.000  -1.000   2.414
 0.82  -1.000   1.000  -0.033   0.032   1.000  -0.000  -1.000  -1.000   2.413
 0.81  -1.000   1.000  -0.033   0.032   1.000  -0.000  -1.000  -1.000   2.414
 0.80  -1.000   1.000  -0.033   0.032   1.000  -0.000  -1.000  -1.000   2.414
 0.79  -1.000   1.000  -0.033   0.032   1.000  -0.000  -1.000  -1.000   2.413
 0.78  -1.000   1.000  -0.033   0.032   1.000  -0.000  -1.000  -1.000   2.414
 0.77  -1.000   1.000  -0.033   0.032   1.000  -0.000  -1.000  -1.000   2.414
 0.76  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.75  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.74  -1.000   1.000  -0.033   0.032   1.000  -0.000  -1.000  -1.000   2.414
 0.73  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.72  -1.000   1.000  -0.033   0.032   1.000  -0.000  -1.000  -1.000   2.414
 0.71  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.70  -1.000   1.000  -0.033   0.032   1.000  -0.000  -1.000  -1.000   2.414
 0.69  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.68  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.67  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.66  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.65  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.64  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.63  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.62  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.61  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.60  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.59  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.58  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.57  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.56  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.55  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.54  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.53  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.52  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.51  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
 0.50  -1.000   1.000  -0.033   0.032   1.000   0.000  -1.000  -1.000   2.414
