# i = 0	j = 1
# T(K)   <E>   |<M>|   Szi   SziSzj  Corr(Szi,Szj)
# ---  ------  -----  -----  ------  -------------
 5.00  9  -0.431  0.004  -0.333  -0.259  -0.247  -5.148
 4.95  9  -0.431  0.004  0.185  0.111  0.022  6.184
 4.90  9  -0.438  0.002  -0.259  -0.037  0.049  -16.529
 4.85  9  -0.445  0.002  0.111  0.259  0.230  6.350
 4.80  9  -0.448  0.002  -0.259  -0.037  -0.027  -5.288
 4.75  9  -0.456  0.008  -0.037  -0.111  -0.115  -5.207
 4.70  9  -0.461  0.004  -0.185  0.185  0.192  -10.752
 4.65  9  -0.465  0.000  0.185  0.185  0.165  -16.613
 4.60  9  -0.473  0.000  -0.111  0.037  0.066  0.936
 4.55  9  -0.476  0.003  0.704  0.111  0.033  -16.686
 4.50  9  -0.484  0.003  0.185  0.259  0.307  1.174
 4.45  9  -0.491  0.001  -0.333  -0.037  -0.049  -10.831
 4.40  9  -0.495  0.002  -0.259  -0.185  -0.291  1.111
 4.35  9  -0.504  0.002  -0.111  -0.333  -0.296  -10.441
 4.30  9  -0.512  0.003  0.481  0.111  0.022  1.173
 4.25  9  -0.519  0.006  0.185  -0.556  -0.521  -10.599
 4.20  9  -0.525  0.007  0.111  0.037  0.082  -10.649
 4.15  9  -0.530  0.006  -0.111  -0.111  -0.066  -4.553
 4.10  9  -0.540  0.001  -0.111  0.259  0.263  -4.437
 4.05  9  -0.549  0.003  -0.333  -0.111  -0.148  -16.718
 4.00  9  -0.557  0.006  -0.111  0.333  0.313  1.965
 3.95  9  -0.567  0.006  0.037  -0.481  -0.472  -16.696
 3.90  9  -0.579  0.005  0.185  -0.333  -0.258  -16.358
 3.85  9  -0.584  0.001  -0.259  0.333  0.209  -10.428
 3.80  9  -0.595  0.010  -0.704  -0.185  0.049  -16.499
 3.75  9  -0.605  0.004  -0.111  0.037  0.099  -10.497
 3.70  9  -0.612  0.008  -0.407  0.037  -0.038  -16.627
 3.65  9  -0.622  0.006  0.333  -0.111  -0.148  -10.291
 3.60  9  -0.636  0.000  -0.704  0.111  -0.176  -22.731
