5.0	-0.429	0.003
5.0	-0.433	0.001
4.9	-0.442	0.002
4.9	-0.444	0.001
4.8	-0.449	0.003
4.8	-0.456	0.001
4.7	-0.459	0.001
4.7	-0.465	0.002
4.6	-0.473	0.001
4.6	-0.478	0.003
4.5	-0.486	0.002
4.5	-0.493	0.001
4.4	-0.498	0.001
4.4	-0.503	0.000
4.3	-0.512	0.003
4.3	-0.518	0.002
4.2	-0.525	0.003
4.2	-0.533	0.001
4.1	-0.540	0.001
4.1	-0.550	0.002
4.0	-0.558	0.005
4.0	-0.566	0.001
3.9	-0.572	0.000
3.9	-0.583	0.001
3.8	-0.598	0.006
3.8	-0.603	0.000
3.7	-0.613	0.001
3.7	-0.627	0.004
3.6	-0.639	0.012
3.6	-0.648	0.008
3.5	-0.662	0.004
3.5	-0.672	0.001
3.4	-0.688	0.002
3.4	-0.698	0.002
3.3	-0.716	0.016
3.3	-0.728	0.014
3.2	-0.742	0.002
3.2	-0.761	0.003
3.1	-0.784	0.010
3.1	-0.800	0.002
3.0	-0.819	0.001
3.0	-0.840	0.008
2.9	-0.858	0.002
2.9	-0.884	0.009
2.8	-0.912	0.006
2.8	-0.937	0.001
2.7	-0.971	0.007
2.7	-1.010	0.069
2.6	-1.039	0.048
2.6	-1.080	0.010
2.5	-1.142	0.055
2.5	-1.186	0.158
2.4	-1.267	0.208
2.4	-1.311	0.110
2.3	-1.419	0.156
2.3	-1.483	0.041
2.2	-1.562	0.475
2.2	-1.609	0.839
2.1	-1.652	0.275
2.1	-1.706	0.892
2.0	-1.744	0.911
2.0	-1.782	0.927
1.9	-1.808	0.938
1.9	-1.834	0.948
1.8	-1.859	0.957
1.8	-1.879	0.964
1.7	-1.898	0.970
1.7	-1.916	0.976
1.6	-1.928	0.980
1.6	-1.941	0.983
1.5	-1.950	0.986
1.5	-1.959	0.989
1.4	-1.968	0.991
1.4	-1.974	0.993
1.3	-1.980	0.995
1.3	-1.986	0.996
1.2	-1.989	0.997
1.2	-1.991	0.998
1.1	-1.994	0.998
1.1	-1.996	0.999
1.0	-1.997	0.999
1.0	-1.998	1.000
0.9	-1.999	1.000
0.9	-1.999	1.000
0.8	-2.000	1.000
0.8	-2.000	1.000
0.7	-2.000	1.000
0.7	-2.000	1.000
0.6	-2.000	1.000
0.6	-2.000	1.000
0.5	-2.000	1.000
0.5	-2.000	1.000
