5.0	-0.441	0.002
5.0	-0.435	0.005
5.0	-0.441	0.007
5.0	-0.435	0.004
5.0	-0.442	0.009
5.0	-0.445	0.009
4.9	-0.436	0.020
4.9	-0.444	0.005
4.9	-0.439	0.009
4.9	-0.446	0.005
4.9	-0.448	0.013
4.9	-0.444	0.007
4.9	-0.444	0.000
4.9	-0.454	0.006
4.9	-0.449	0.010
4.9	-0.448	0.002
4.8	-0.449	0.006
4.8	-0.452	0.000
4.8	-0.457	0.004
4.8	-0.464	0.001
4.8	-0.461	0.010
4.8	-0.465	0.008
4.8	-0.462	0.009
4.8	-0.457	0.004
4.8	-0.465	0.000
4.8	-0.457	0.009
4.7	-0.456	0.009
4.7	-0.473	0.003
4.7	-0.465	0.004
4.7	-0.461	0.007
4.7	-0.471	0.006
4.7	-0.475	0.014
4.7	-0.469	0.005
4.7	-0.476	0.013
4.7	-0.481	0.001
4.7	-0.477	0.010
4.6	-0.475	0.004
4.6	-0.478	0.002
4.6	-0.474	0.004
4.6	-0.475	0.005
4.6	-0.480	0.012
4.6	-0.480	0.009
4.6	-0.491	0.007
4.6	-0.483	0.007
4.6	-0.496	0.011
4.6	-0.492	0.002
4.5	-0.487	0.002
4.5	-0.496	0.003
4.5	-0.492	0.004
4.5	-0.494	0.007
4.5	-0.499	0.002
4.5	-0.505	0.005
4.5	-0.495	0.024
4.5	-0.502	0.010
4.5	-0.506	0.005
4.5	-0.504	0.011
4.4	-0.511	0.004
4.4	-0.506	0.001
4.4	-0.508	0.004
4.4	-0.511	0.008
4.4	-0.501	0.014
4.4	-0.515	0.006
4.4	-0.512	0.002
4.4	-0.522	0.002
4.4	-0.516	0.012
4.4	-0.522	0.009
4.3	-0.516	0.005
4.3	-0.524	0.012
4.3	-0.523	0.006
4.3	-0.528	0.010
4.3	-0.526	0.002
4.3	-0.534	0.008
4.3	-0.533	0.000
4.3	-0.525	0.011
4.3	-0.533	0.000
4.3	-0.537	0.004
4.2	-0.538	0.003
4.2	-0.538	0.002
4.2	-0.542	0.014
4.2	-0.544	0.008
4.2	-0.547	0.000
4.2	-0.541	0.000
4.2	-0.546	0.006
4.2	-0.542	0.006
4.2	-0.554	0.014
4.2	-0.549	0.004
4.1	-0.546	0.012
4.1	-0.560	0.011
4.1	-0.558	0.015
4.1	-0.566	0.002
4.1	-0.563	0.010
4.1	-0.559	0.003
4.1	-0.566	0.003
4.1	-0.565	0.003
4.1	-0.577	0.000
4.1	-0.577	0.002
4.0	-0.560	0.005
4.0	-0.576	0.008
4.0	-0.579	0.001
4.0	-0.578	0.003
4.0	-0.580	0.003
4.0	-0.589	0.005
4.0	-0.595	0.015
4.0	-0.586	0.014
4.0	-0.597	0.005
4.0	-0.581	0.000
3.9	-0.586	0.002
3.9	-0.600	0.008
3.9	-0.603	0.004
3.9	-0.602	0.003
3.9	-0.610	0.020
3.9	-0.601	0.007
3.9	-0.612	0.023
3.9	-0.614	0.016
3.9	-0.616	0.011
3.9	-0.616	0.002
3.8	-0.620	0.005
3.8	-0.614	0.004
3.8	-0.611	0.016
3.8	-0.620	0.010
3.8	-0.629	0.006
3.8	-0.644	0.017
3.8	-0.652	0.008
3.8	-0.629	0.015
3.8	-0.648	0.008
3.8	-0.643	0.029
3.7	-0.635	0.015
3.7	-0.639	0.012
3.7	-0.645	0.009
3.7	-0.645	0.017
3.7	-0.660	0.003
3.7	-0.651	0.007
3.7	-0.647	0.015
3.7	-0.675	0.018
3.7	-0.669	0.004
3.7	-0.665	0.017
3.6	-0.672	0.005
3.6	-0.680	0.002
3.6	-0.679	0.005
3.6	-0.674	0.008
3.6	-0.676	0.016
3.6	-0.688	0.001
3.6	-0.680	0.002
3.6	-0.697	0.003
3.6	-0.693	0.005
3.6	-0.707	0.009
3.5	-0.687	0.001
3.5	-0.699	0.000
3.5	-0.700	0.004
3.5	-0.705	0.002
3.5	-0.723	0.005
3.5	-0.716	0.018
3.5	-0.733	0.016
3.5	-0.722	0.007
3.5	-0.721	0.001
3.5	-0.740	0.027
3.4	-0.738	0.018
3.4	-0.737	0.015
3.4	-0.743	0.044
3.4	-0.742	0.011
3.4	-0.762	0.009
3.4	-0.742	0.001
3.4	-0.736	0.025
3.4	-0.768	0.001
3.4	-0.770	0.002
3.4	-0.757	0.005
3.3	-0.768	0.035
3.3	-0.773	0.015
3.3	-0.774	0.000
3.3	-0.790	0.020
3.3	-0.785	0.009
3.3	-0.796	0.018
3.3	-0.792	0.026
3.3	-0.801	0.020
3.3	-0.806	0.001
3.3	-0.812	0.019
3.2	-0.804	0.008
3.2	-0.816	0.034
3.2	-0.836	0.025
3.2	-0.829	0.010
3.2	-0.835	0.022
3.2	-0.820	0.010
3.2	-0.848	0.022
3.2	-0.827	0.003
3.2	-0.828	0.006
3.2	-0.845	0.028
3.1	-0.853	0.013
3.1	-0.864	0.013
3.1	-0.869	0.040
3.1	-0.876	0.001
3.1	-0.887	0.015
3.1	-0.907	0.003
3.1	-0.901	0.042
3.1	-0.902	0.012
3.1	-0.906	0.008
3.1	-0.888	0.000
3.0	-0.899	0.010
3.0	-0.932	0.041
3.0	-0.934	0.035
3.0	-0.926	0.012
3.0	-0.938	0.003
3.0	-0.941	0.004
3.0	-0.945	0.008
3.0	-0.935	0.002
3.0	-0.961	0.012
3.0	-0.968	0.018
2.9	-0.973	0.009
2.9	-0.981	0.032
2.9	-0.990	0.012
2.9	-0.988	0.005
2.9	-1.019	0.039
2.9	-1.014	0.014
2.9	-1.005	0.012
2.9	-1.007	0.022
2.9	-1.037	0.000
2.9	-1.029	0.056
2.8	-1.038	0.039
2.8	-1.057	0.024
2.8	-1.052	0.081
2.8	-1.073	0.036
2.8	-1.085	0.047
2.8	-1.095	0.022
2.8	-1.090	0.062
2.8	-1.079	0.001
2.8	-1.096	0.075
2.8	-1.106	0.021
2.7	-1.112	0.044
2.7	-1.119	0.013
2.7	-1.129	0.043
2.7	-1.141	0.049
2.7	-1.144	0.007
2.7	-1.159	0.002
2.7	-1.184	0.060
2.7	-1.185	0.043
2.7	-1.191	0.059
2.7	-1.192	0.006
2.6	-1.210	0.030
2.6	-1.184	0.009
2.6	-1.200	0.084
2.6	-1.220	0.021
2.6	-1.233	0.030
2.6	-1.230	0.115
2.6	-1.242	0.028
2.6	-1.278	0.038
2.6	-1.247	0.015
2.6	-1.267	0.051
2.5	-1.294	0.068
2.5	-1.297	0.012
2.5	-1.307	0.011
2.5	-1.322	0.005
2.5	-1.312	0.080
2.5	-1.333	0.032
2.5	-1.318	0.093
2.5	-1.373	0.097
2.5	-1.333	0.090
2.5	-1.366	0.004
2.4	-1.373	0.032
2.4	-1.390	0.038
2.4	-1.405	0.040
2.4	-1.401	0.029
2.4	-1.405	0.000
2.4	-1.434	0.025
2.4	-1.433	0.077
2.4	-1.424	0.048
2.4	-1.464	0.094
2.4	-1.480	0.113
2.3	-1.469	0.213
2.3	-1.488	0.082
2.3	-1.471	0.091
2.3	-1.499	0.035
2.3	-1.507	0.091
2.3	-1.502	0.089
2.3	-1.535	0.027
2.3	-1.557	0.030
2.3	-1.533	0.043
2.3	-1.546	0.220
2.2	-1.572	0.071
2.2	-1.554	0.307
2.2	-1.589	0.192
2.2	-1.607	0.239
2.2	-1.619	0.184
2.2	-1.597	0.147
2.2	-1.626	0.163
2.2	-1.637	0.075
2.2	-1.626	0.071
2.2	-1.623	0.230
2.1	-1.650	0.116
2.1	-1.665	0.062
2.1	-1.643	0.057
2.1	-1.676	0.111
2.1	-1.694	0.202
2.1	-1.682	0.103
2.1	-1.694	0.098
2.1	-1.700	0.495
2.1	-1.699	0.303
2.1	-1.711	0.084
2.0	-1.723	0.041
2.0	-1.729	0.312
2.0	-1.739	0.072
2.0	-1.735	0.067
2.0	-1.750	0.202
2.0	-1.754	0.055
2.0	-1.773	0.398
2.0	-1.755	0.256
2.0	-1.760	0.121
2.0	-1.779	0.142
1.9	-1.778	0.165
1.9	-1.793	0.377
1.9	-1.793	0.422
1.9	-1.814	0.381
1.9	-1.804	0.030
1.9	-1.816	0.082
1.9	-1.816	0.337
1.9	-1.830	0.159
1.9	-1.842	0.951
1.9	-1.837	0.171
1.8	-1.848	0.877
1.8	-1.848	0.366
1.8	-1.848	0.617
1.8	-1.858	0.695
1.8	-1.864	0.905
1.8	-1.864	0.548
1.8	-1.867	0.831
1.8	-1.872	0.513
1.8	-1.875	0.181
1.8	-1.882	0.965
1.7	-1.884	0.586
1.7	-1.888	0.515
1.7	-1.887	0.755
1.7	-1.893	0.543
1.7	-1.900	0.606
1.7	-1.898	0.781
1.7	-1.902	0.657
1.7	-1.907	0.973
1.7	-1.915	0.976
1.7	-1.908	0.973
1.6	-1.916	0.976
1.6	-1.917	0.976
1.6	-1.922	0.914
1.6	-1.923	0.978
1.6	-1.925	0.979
1.6	-1.930	0.980
1.6	-1.934	0.981
1.6	-1.933	0.980
1.6	-1.936	0.009
1.6	-1.942	0.984
1.5	-1.939	0.983
1.5	-1.947	0.986
1.5	-1.948	0.268
1.5	-1.951	0.987
1.5	-1.951	0.987
1.5	-1.953	0.987
1.5	-1.951	0.986
1.5	-1.955	0.988
1.5	-1.956	0.988
1.5	-1.961	0.989
1.4	-1.962	0.990
1.4	-1.963	0.990
1.4	-1.965	0.990
1.4	-1.967	0.991
1.4	-1.969	0.992
1.4	-1.967	0.991
1.4	-1.972	0.992
1.4	-1.971	0.992
1.4	-1.973	0.993
1.4	-1.972	0.993
1.3	-1.975	0.993
1.3	-1.981	0.995
1.3	-1.979	0.994
1.3	-1.978	0.994
1.3	-1.982	0.995
1.3	-1.981	0.995
1.3	-1.983	0.996
1.3	-1.983	0.995
1.3	-1.984	0.996
1.3	-1.987	0.997
1.2	-1.985	0.996
1.2	-1.985	0.996
1.2	-1.988	0.997
1.2	-1.989	0.997
1.2	-1.989	0.997
1.2	-1.988	0.997
1.2	-1.989	0.997
1.2	-1.990	0.997
1.2	-1.990	0.997
1.2	-1.991	0.998
1.1	-1.991	0.998
1.1	-1.991	0.998
1.1	-1.993	0.998
1.1	-1.993	0.998
1.1	-1.995	0.999
1.1	-1.994	0.998
1.1	-1.995	0.999
1.1	-1.996	0.999
1.1	-1.996	0.999
1.1	-1.995	0.999
1.0	-1.996	0.999
1.0	-1.997	0.999
1.0	-1.997	0.999
1.0	-1.997	0.999
1.0	-1.998	0.999
1.0	-1.997	0.999
1.0	-1.998	1.000
1.0	-1.997	0.999
1.0	-1.998	0.999
1.0	-1.999	1.000
0.9	-1.998	1.000
0.9	-1.998	1.000
0.9	-1.999	1.000
0.9	-1.999	1.000
0.9	-1.999	1.000
0.9	-1.999	1.000
0.9	-1.999	1.000
0.9	-1.999	1.000
0.9	-1.999	1.000
0.9	-1.999	1.000
0.8	-1.999	1.000
0.8	-1.999	1.000
0.8	-1.999	1.000
0.8	-1.999	1.000
0.8	-1.999	1.000
0.8	-2.000	1.000
0.8	-2.000	1.000
0.8	-2.000	1.000
0.8	-2.000	1.000
0.8	-2.000	1.000
0.7	-2.000	1.000
0.7	-2.000	1.000
0.7	-2.000	1.000
0.7	-2.000	1.000
0.7	-2.000	1.000
0.7	-2.000	1.000
0.7	-2.000	1.000
0.7	-2.000	1.000
0.7	-2.000	1.000
0.7	-2.000	1.000
0.6	-2.000	1.000
0.6	-2.000	1.000
0.6	-2.000	1.000
0.6	-2.000	1.000
0.6	-2.000	1.000
0.6	-2.000	1.000
0.6	-2.000	1.000
0.6	-2.000	1.000
0.6	-2.000	1.000
0.6	-2.000	1.000
0.5	-2.000	1.000
0.5	-2.000	1.000
0.5	-2.000	1.000
0.5	-2.000	1.000
0.5	-2.000	1.000
0.5	-2.000	1.000
