4.95	-0.433	0.001	-0.314
4.90	-0.437	0.001	0.200
4.85	-0.443	0.001	0.371
4.80	-0.449	0.001	0.200
4.75	-0.454	0.001	0.314
4.70	-0.459	0.001	0.200
4.65	-0.465	0.000	-0.143
4.60	-0.471	0.001	0.086
4.55	-0.478	0.000	-0.314
4.50	-0.483	0.001	-0.257
4.45	-0.492	0.000	0.086
4.40	-0.497	0.002	0.257
4.35	-0.505	0.001	0.029
4.30	-0.510	0.000	-0.486
4.25	-0.518	0.000	-0.143
4.20	-0.525	0.002	-0.029
4.15	-0.534	0.000	-0.257
4.10	-0.540	0.002	0.429
4.05	-0.550	0.000	0.257
4.00	-0.557	0.001	0.143
3.95	-0.566	0.002	-0.314
3.90	-0.574	0.002	0.086
3.85	-0.584	0.000	0.371
3.80	-0.596	0.001	-0.200
3.75	-0.603	0.002	-0.257
3.70	-0.614	0.001	-0.143
3.65	-0.627	0.001	-0.486
3.60	-0.636	0.004	0.029
3.55	-0.647	0.000	0.314
3.50	-0.660	0.003	-0.600
3.45	-0.673	0.002	0.086
3.40	-0.687	0.001	0.086
3.35	-0.699	0.002	-0.200
3.30	-0.715	0.006	0.200
3.25	-0.729	0.003	-0.200
3.20	-0.745	0.005	0.371
3.15	-0.760	0.001	-0.029
3.10	-0.781	0.002	0.257
3.05	-0.797	0.009	0.029
3.00	-0.819	0.006	0.086
2.95	-0.837	0.008	0.257
2.90	-0.859	0.010	0.200
2.85	-0.885	0.011	0.143
2.80	-0.906	0.007	0.143
2.75	-0.933	0.002	-0.086
2.70	-0.963	0.010	-0.200
2.65	-0.993	0.004	0.029
2.60	-1.031	0.004	0.314
2.55	-1.068	0.013	-0.543
2.50	-1.109	0.000	0.086
2.45	-1.158	0.024	-0.143
2.40	-1.213	0.057	-0.371
2.35	-1.278	0.283	-0.657
2.30	-1.369	0.374	-0.657
2.25	-1.461	0.680	0.771
2.20	-1.554	0.798	0.714
2.15	-1.606	0.833	0.943
2.10	-1.662	0.870	0.771
2.05	-1.706	0.893	0.886
2.00	-1.743	0.909	1.000
1.95	-1.780	0.926	0.886
1.90	-1.808	0.938	0.943
1.85	-1.838	0.949	0.943
1.80	-1.859	0.956	0.829
1.75	-1.880	0.964	1.000
1.70	-1.898	0.970	1.000
1.65	-1.914	0.975	1.000
1.60	-1.929	0.980	1.000
1.55	-1.941	0.983	1.000
1.50	-1.951	0.986	0.943
1.45	-1.960	0.989	1.000
1.40	-1.968	0.991	1.000
1.35	-1.975	0.993	1.000
1.30	-1.980	0.995	1.000
1.25	-1.985	0.996	1.000
1.20	-1.988	0.997	1.000
1.15	-1.992	0.998	1.000
1.10	-1.994	0.998	1.000
1.05	-1.996	0.999	1.000
1.00	-1.997	0.999	1.000
0.95	-1.998	1.000	1.000
0.90	-1.999	1.000	1.000
0.85	-1.999	1.000	1.000
0.80	-2.000	1.000	1.000
0.75	-2.000	1.000	1.000
0.70	-2.000	1.000	1.000
0.65	-2.000	1.000	1.000
0.60	-2.000	1.000	1.000
0.55	-2.000	1.000	1.000
0.50	-2.000	1.000	1.000
