# i = 0	j = 1
# T(K)   <E>   |<M>|   Szi   SziSzj  Corr(Szi,Szj)
# ---  ------  -----  -----  ------  -------------
 5.00  8  -0.428  0.001  0.111  -0.259  -0.247  -10.967
 4.95  8  -0.433  0.004  -0.185  0.259  0.198  0.267
 4.90  8  -0.438  0.000  0.259  -0.037  -0.143  -10.908
 4.85  8  -0.443  0.004  -0.185  0.111  0.104  -10.824
 4.80  8  -0.448  0.000  -0.556  -0.111  -0.214  -16.518
 4.75  8  -0.456  0.000  0.185  -0.111  -0.077  6.304
 4.70  8  -0.459  0.000  0.037  -0.333  -0.340  -5.051
 4.65  8  -0.463  0.002  -0.259  -0.259  -0.269  -10.894
 4.60  8  -0.472  0.003  0.111  -0.185  -0.214  6.693
 4.55  8  -0.478  0.008  0.185  0.333  0.313  -4.817
 4.50  8  -0.486  0.001  -0.037  -0.037  -0.038  -16.745
 4.45  8  -0.490  0.003  -0.333  -0.185  -0.099  -10.787
 4.40  8  -0.500  0.004  0.407  0.111  0.126  -4.734
 4.35  8  -0.500  0.002  0.111  -0.259  -0.280  0.850
 4.30  8  -0.509  0.002  -0.111  -0.185  -0.165  1.255
 4.25  8  -0.522  0.002  -0.111  -0.037  -0.066  -4.646
 4.20  8  -0.527  0.005  0.630  0.259  0.049  -16.558
 4.15  8  -0.535  0.005  -0.037  -0.407  -0.395  -10.385
 4.10  8  -0.540  0.005  -0.333  -0.407  -0.395  1.638
 4.05  8  -0.548  0.004  -0.333  -0.185  -0.198  -16.622
 4.00  8  -0.557  0.000  -0.037  0.333  0.335  1.687
 3.95  8  -0.564  0.000  0.185  0.037  -0.066  -10.358
 3.90  8  -0.576  0.005  -0.037  -0.407  -0.395  -16.606
 3.85  8  -0.586  0.004  -0.111  0.037  0.132  2.230
 3.80  8  -0.593  0.001  0.259  0.259  0.307  -3.945
 3.75  8  -0.603  0.001  -0.037  0.037  0.044  -3.896
 3.70  8  -0.613  0.003  -0.778  -0.111  -0.198  -16.735
 3.65  8  -0.623  0.007  -0.333  -0.037  0.000  -10.161
 3.60  8  -0.638  0.006  0.037  0.037  0.038  -10.593
 3.55  8  -0.647  0.011  0.037  0.259  0.263  2.700
 3.50  8  -0.663  0.008  -0.259  -0.037  0.011  -3.719
 3.45  8  -0.672  0.006  0.630  -0.185  -0.209  -16.911
 3.40  8  -0.681  0.006  -0.185  -0.259  -0.225  -16.650
 3.35  8  -0.695  0.003  0.333  -0.111  -0.049  2.976
 3.30  8  -0.711  0.012  -0.259  0.111  0.236  -10.003
 3.25  8  -0.726  0.003  -0.037  -0.185  -0.198  -9.710
 3.20  8  -0.740  0.008  -0.407  0.111  0.005  -9.779
 3.15  8  -0.764  0.015  -0.185  -0.259  -0.307  -16.771
 3.10  8  -0.786  0.008  0.333  0.259  0.148  -2.789
 3.05  8  -0.794  0.034  0.111  -0.111  -0.132  4.267
 3.00  8  -0.817  0.013  -0.111  -0.037  -0.082  -23.754
 2.95  8  -0.839  0.018  -0.037  0.185  0.187  -16.579
 2.90  8  -0.870  0.030  -0.037  -0.111  -0.088  -9.002
 2.85  8  -0.884  0.001  -0.111  0.111  0.148  -16.343
 2.80  8  -0.910  0.007  0.556  -0.185  0.082  -16.091
 2.75  8  -0.932  0.010  0.407  0.259  0.274  -23.481
 2.70  8  -0.965  0.004  -0.185  -0.111  -0.104  6.225
 2.65  8  -0.994  0.048  -0.481  -0.111  -0.165  -15.991
 2.60  8  -1.026  0.059  0.259  -0.185  -0.022  -15.913
 2.55  8  -1.061  0.000  -0.185  0.037  0.126  7.360
 2.50  8  -1.124  0.010  0.556  -0.481  -0.461  -15.525
 2.45  8  -1.154  0.077  -0.185  0.037  0.071  -7.536
 2.40  8  -1.224  0.333  0.111  -0.259  -0.165  -15.240
 2.35  8  -1.300  0.508  -0.333  0.333  0.247  -22.780
 2.30  8  -1.414  0.677  -0.852  0.037  0.132  -21.677
 2.25  8  -1.489  0.748  -0.481  0.481  0.071  -4.027
 2.20  8  -1.535  0.784  -0.926  0.926  0.000  -29.725
 2.15  8  -1.604  0.834  -1.000  0.852  0.000  -39.124
 2.10  8  -1.652  0.863  -1.000  1.000  0.000  -39.548
 2.05  8  -1.708  0.893  -0.926  0.926  0.000  -30.926
 2.00  8  -1.743  0.911  -0.926  0.926  0.000  -31.705
 1.95  8  -1.781  0.927  -1.000  0.852  0.000  -42.219
 1.90  8  -1.808  0.939  -1.000  0.852  0.000  -43.595
 1.85  8  -1.834  0.948  -1.000  1.000  0.000  -45.340
 1.80  8  -1.859  0.956  -1.000  1.000  0.000  -47.242
 1.75  8  -1.878  0.964  -1.000  1.000  0.000  -49.464
 1.70  8  -1.898  0.970  -1.000  1.000  0.000  -51.994
 1.65  8  -1.914  0.975  -1.000  1.000  0.000  -54.960
 1.60  8  -1.929  0.980  -1.000  0.926  0.000  -58.665
 1.55  8  -1.942  0.984  -1.000  1.000  0.000  -62.813
 1.50  8  -1.950  0.986  -1.000  1.000  0.000  -67.988
 1.45  8  -1.959  0.989  -1.000  1.000  0.000  -74.320
 1.40  8  -1.968  0.992  -1.000  1.000  0.000  -82.275
 1.35  8  -1.974  0.993  -1.000  0.926  0.000  -92.364
 1.30  8  -1.981  0.995  -0.926  0.926  0.000  -86.795
 1.25  8  -1.985  0.996  -1.000  1.000  0.000  -124.756
 1.20  8  -1.989  0.997  -1.000  1.000  0.000  -152.996
 1.15  8  -1.991  0.998  -1.000  1.000  0.000  -199.894
 1.10  8  -1.994  0.998  -1.000  1.000  0.000  -293.471
 1.05  8  -1.995  0.999  -1.000  1.000  0.000  -573.769
 1.00  8  -1.997  0.999  -1.000  1.000  0.000  -2865927035599461.500
 0.95  8  -1.998  1.000  -1.000  1.000  0.000  545.639
 0.90  8  -1.999  1.000  -1.000  1.000  0.000  265.298
 0.85  8  -1.999  1.000  -1.000  1.000  0.000  171.611
 0.80  8  -2.000  1.000  -1.000  1.000  0.000  124.540
 0.75  8  -2.000  1.000  -1.000  1.000  0.000  96.141
 0.70  8  -2.000  1.000  -1.000  1.000  0.000  77.031
 0.65  8  -2.000  1.000  -1.000  1.000  0.000  63.240
 0.60  8  -2.000  1.000  -1.000  1.000  0.000  52.750
 0.55  8  -2.000  1.000  -1.000  1.000  0.000  44.448
 0.50  8  -2.000  1.000  -1.000  1.000  0.000  37.667
