# i = 3	j = 22
# T(K)   <E>   |<M>|   Szi   SziSzj  Corr(Szi,Szj)
# ---  ------  -----  -----  ------  -------------
 5.00  -0.428  0.002  -0.037  -0.185  0.192
 4.95  -0.435  0.001  -0.185  0.037  -0.044
 4.90  -0.440  0.004  0.185  0.037  -0.030
 4.85  -0.443  0.001  -0.111  -0.037  0.041
 4.80  -0.448  0.002  -0.259  0.259  -0.326
 4.75  -0.451  0.000  0.333  0.111  -0.074
 4.70  -0.459  0.003  0.185  -0.259  0.211
 4.65  -0.468  0.002  -0.407  0.185  -0.261
 4.60  -0.472  0.002  -0.259  0.111  -0.140
 4.55  -0.481  0.003  0.259  -0.037  0.027
 4.50  -0.483  0.003  0.333  0.333  -0.222
 4.45  -0.490  0.000  -0.111  -0.407  0.453
 4.40  -0.495  0.001  0.185  0.333  -0.272
 4.35  -0.504  0.007  -0.185  -0.111  0.132
 4.30  -0.512  0.005  -0.037  0.111  -0.115
 4.25  -0.516  0.002  0.185  0.185  -0.151
 4.20  -0.523  0.004  -0.111  -0.185  0.206
 4.15  -0.534  0.004  0.259  -0.259  0.192
 4.10  -0.541  0.003  -0.037  -0.185  0.192
 4.05  -0.551  0.002  0.037  0.111  -0.107
 4.00  -0.559  0.006  -0.259  0.333  -0.420
 3.95  -0.564  0.001  0.259  0.111  -0.082
 3.90  -0.576  0.002  0.259  0.037  -0.027
 3.85  -0.584  0.002  -0.037  -0.111  0.115
 3.80  -0.597  0.011  -0.111  -0.185  0.206
 3.75  -0.600  0.004  -0.333  -0.037  0.049
 3.70  -0.615  0.003  0.185  0.037  -0.030
 3.65  -0.628  0.009  -0.407  0.037  -0.052
 3.60  -0.636  0.014  0.185  -0.185  0.151
 3.55  -0.649  0.003  -0.185  0.037  -0.044
 3.50  -0.661  0.010  0.037  -0.037  0.036
 3.45  -0.674  0.006  -0.111  -0.111  0.123
 3.40  -0.688  0.004  0.259  -0.185  0.137
 3.35  -0.696  0.012  -0.259  -0.333  0.420
 3.30  -0.714  0.006  -0.037  -0.407  0.422
 3.25  -0.732  0.007  0.556  0.333  -0.148
 3.20  -0.743  0.004  0.407  0.259  -0.154
 3.15  -0.765  0.003  0.704  -0.333  0.099
 3.10  -0.782  0.001  -0.259  0.111  -0.140
 3.05  -0.801  0.017  0.556  0.037  -0.016
 3.00  -0.817  0.005  0.037  0.333  -0.321
 2.95  -0.836  0.033  -0.407  -0.111  0.156
 2.90  -0.853  0.002  -0.481  0.037  -0.055
 2.85  -0.879  0.012  0.185  -0.259  0.211
 2.80  -0.912  0.033  -0.333  -0.111  0.148
 2.75  -0.932  0.004  0.111  -0.037  0.033
 2.70  -0.968  0.002  -0.111  0.037  -0.041
 2.65  -0.988  0.005  -0.481  0.407  -0.604
 2.60  -1.028  0.077  -0.630  0.333  -0.543
 2.55  -1.053  0.042  0.037  0.037  -0.036
 2.50  -1.109  0.072  -0.407  0.259  -0.365
 2.45  -1.170  0.039  -0.556  0.111  -0.173
 2.40  -1.246  0.325  0.185  -0.037  0.030
 2.35  -1.272  0.334  1.000  0.556  0.000
 2.30  -1.363  0.548  -0.704  0.556  -0.947
 2.25  -1.492  0.750  -0.852  0.852  -1.578
 2.20  -1.523  0.437  -1.000  0.852  -1.704
 2.15  -1.615  0.840  0.852  0.778  -0.115
 2.10  -1.662  0.870  1.000  0.778  0.000
 2.05  -1.706  0.892  0.852  0.778  -0.115
 2.00  -1.745  0.912  1.000  1.000  0.000
 1.95  -1.784  0.929  1.000  0.926  0.000
 1.90  -1.809  0.938  1.000  1.000  0.000
 1.85  -1.835  0.947  1.000  0.778  0.000
 1.80  -1.860  0.957  1.000  0.926  0.000
 1.75  -1.882  0.965  0.852  0.852  -0.126
 1.70  -1.896  0.969  1.000  0.926  0.000
 1.65  -1.914  0.975  1.000  1.000  0.000
 1.60  -1.929  0.980  0.926  0.926  -0.069
 1.55  -1.942  0.984  1.000  1.000  0.000
 1.50  -1.952  0.987  1.000  1.000  0.000
 1.45  -1.961  0.989  1.000  0.926  0.000
 1.40  -1.967  0.991  1.000  1.000  0.000
 1.35  -1.974  0.993  1.000  1.000  0.000
 1.30  -1.981  0.995  1.000  1.000  0.000
 1.25  -1.985  0.996  1.000  1.000  0.000
 1.20  -1.988  0.997  1.000  1.000  0.000
 1.15  -1.991  0.998  1.000  1.000  0.000
 1.10  -1.994  0.998  1.000  1.000  0.000
 1.05  -1.996  0.999  1.000  1.000  0.000
 1.00  -1.997  0.999  1.000  1.000  0.000
 0.95  -1.998  1.000  1.000  1.000  0.000
 0.90  -1.999  1.000  1.000  1.000  0.000
 0.85  -1.999  1.000  1.000  1.000  0.000
 0.80  -2.000  1.000  1.000  1.000  0.000
 0.75  -2.000  1.000  1.000  1.000  0.000
 0.70  -2.000  1.000  1.000  1.000  0.000
 0.65  -2.000  1.000  1.000  1.000  0.000
 0.60  -2.000  1.000  1.000  1.000  0.000
 0.55  -2.000  1.000  1.000  1.000  0.000
 0.50  -2.000  1.000  1.000  1.000  0.000
