# i = 0	j = 1
# T(K)   <E>   |<M>|   Szi   SziSzj  Corr(Szi,Szj)
# ---  ------  -----  -----  ------  -------------
 5.00  4  -0.429  0.002  0.259  -0.037  -0.104  -16.683
 4.95  4  -0.437  0.004  -0.259  0.111  0.082  0.559
 4.90  4  -0.440  0.004  0.111  -0.185  -0.148  -10.854
 4.85  4  -0.443  0.001  -0.407  -0.185  -0.230  -4.964
 4.80  4  -0.451  0.002  0.185  0.259  0.307  -10.580
 4.75  4  -0.453  0.005  -0.037  0.185  0.165  -5.223
 4.70  4  -0.457  0.003  0.259  -0.037  0.049  -5.011
 4.65  4  -0.465  0.000  0.111  0.185  0.181  -10.776
 4.60  4  -0.471  0.002  -0.481  0.333  0.209  -4.904
 4.55  4  -0.479  0.003  0.259  0.407  0.263  -5.047
 4.50  4  -0.484  0.002  0.407  0.185  0.230  -16.493
 4.45  4  -0.491  0.001  0.111  0.037  -0.000  13.008
 4.40  4  -0.496  0.005  0.037  0.111  0.121  -4.472
 4.35  4  -0.500  0.004  0.111  -0.037  0.000  1.320
 4.30  4  -0.511  0.001  -0.481  -0.333  -0.422  -16.558
 4.25  4  -0.518  0.000  -0.037  0.333  0.324  1.112
 4.20  4  -0.526  0.005  0.481  0.259  0.099  -22.558
 4.15  4  -0.531  0.003  -0.111  0.037  0.016  1.340
 4.10  4  -0.545  0.003  -0.185  0.111  0.159  -4.635
 4.05  4  -0.547  0.001  -0.333  0.037  -0.000  7.626
 4.00  4  -0.557  0.008  0.037  0.185  0.176  -10.698
 3.95  4  -0.568  0.004  -0.185  -0.037  -0.016  7.852
 3.90  4  -0.574  0.005  -0.111  -0.037  -0.033  -10.387
 3.85  4  -0.581  0.004  -0.259  0.037  0.143  2.124
 3.80  4  -0.593  0.003  0.185  0.481  0.516  2.345
 3.75  4  -0.601  0.002  0.037  0.259  0.263  8.481
 3.70  4  -0.613  0.002  -0.259  0.333  0.209  -4.088
 3.65  4  -0.625  0.008  0.259  0.111  0.044  -10.063
 3.60  4  -0.634  0.001  0.259  -0.259  -0.269  9.007
 3.55  4  -0.647  0.000  -0.481  0.481  0.214  2.742
 3.50  4  -0.662  0.005  -0.111  0.259  0.280  -16.431
 3.45  4  -0.669  0.002  0.185  0.037  0.099  -3.818
 3.40  4  -0.686  0.005  -0.407  0.259  0.093  -9.757
 3.35  4  -0.699  0.003  0.037  -0.111  -0.110  -16.857
 3.30  4  -0.717  0.001  -0.185  0.111  0.049  3.634
 3.25  4  -0.731  0.002  0.111  0.111  0.099  3.488
 3.20  4  -0.745  0.003  0.037  -0.185  -0.165  -3.089
 3.15  4  -0.763  0.005  0.481  0.259  0.027  -2.789
 3.10  4  -0.777  0.004  -0.333  -0.333  -0.346  -23.322
 3.05  4  -0.797  0.005  -0.259  0.185  0.252  -2.842
 3.00  4  -0.816  0.004  -0.333  0.037  -0.049  -16.558
 2.95  4  -0.837  0.021  -0.259  0.185  0.252  -16.401
